chromosome	position	context	methylated_count	unmethylated_count	conversion_control
chr2	19467	CG	6	9	0.996
chr2	19689	CG	11	5	0.997
chr2	19912	CG	7	8	0.995
chr2	20134	CHH	0	11	0.996
chr2	20356	CG	12	4	0.997
chr2	20578	CG	9	6	0.996
chr2	20801	CG	5	10	0.994
chr2	21023	CG	13	3	0.998
chr2	21245	CG	8	7	0.995
chr2	21467	CHG	0	9	0.996
chr3	10234	CG	11	5	0.997
chr3	10456	CG	6	9	0.995
chr3	10789	CG	14	3	0.998
chr3	11023	CG	7	8	0.996
chr3	11245	CG	10	5	0.995
chr3	11467	CHH	0	12	0.996
chr3	11689	CG	9	6	0.996
chr3	11901	CG	5	10	0.994
chr3	12134	CG	12	4	0.997
chr3	12356	CG	8	7	0.995
chr3	12578	CG	13	3	0.998
chr3	12801	CHG	0	10	0.996
chr3	13023	CG	6	9	0.995
chr3	13245	CG	11	5	0.997
chr3	13467	CG	7	8	0.996
chr3	13689	CG	14	2	0.998
chr3	13912	CG	9	6	0.995
chr3	14134	CHH	0	11	0.995
chr3	14356	CG	5	10	0.994
chr3	14578	CG	10	5	0.996
chr3	14801	CG	8	7	0.995
chr3	15023	CG	12	4	0.997
chr3	15245	CHG	0	9	0.996
chr3	15467	CG	6	9	0.995
chr3	15689	CG	13	3	0.998
chr3	15912	CG	7	8	0.996
chr3	16134	CG	11	5	0.997
chr3	16356	CG	9	6	0.995
chr3	16578	CHH	0	10	0.996
chr3	16801	CG	5	10	0.994
chr3	17023	CG	14	3	0.998
chr3	17245	CG	8	7	0.995
chr3	17467	CG	12	4	0.997
chr3	17689	CG	6	9	0.996
chr3	17912	CHG	0	11	0.995
chr3	18134	CG	10	5	0.996
chr3	18356	CG	7	8	0.995
chr3	18578	CG	13	3	0.998
chr3	18801	CG	9	6	0.996
chr3	19023	CG	5	10	0.994
chr3	19245	CHH	0	12	0.995
chr3	19467	CG	11	5	0.997
chr3	19689	CG	8	7	0.996
chr3	19912	CG	14	2	0.998
chr3	20134	CG	6	9	0.995
chr3	20356	CG	10	5	0.996
chr3	20578	CHG	0	9	0.996
chr3	20801	CG	7	8	0.995
chr3	21023	CG	12	4	0.997
chr3	21245	CG	9	6	0.996
chr3	21467	CG	5	10	0.994
chr4	10234	CHH	0	11	0.996
chr4	10456	CG	13	3	0.998
chr4	10789	CG	8	7	0.995
chr4	11023	CG	11	5	0.997
chr4	11245	CG	6	9	0.995
chr4	11467	CG	14	3	0.998
chr4	11689	CHG	0	10	0.996
chr4	11901	CG	7	8	0.996
chr4	12134	CG	10	5	0.995
chr4	12356	CG	9	6	0.996
chr4	12578	CG	5	10	0.994
chr4	12801	CG	12	4	0.997
chr4	13023	CHH	0	12	0.995
chr4	13245	CG	8	7	0.996
chr4	13467	CG	13	3	0.998
chr4	13689	CG	6	9	0.995
chr4	13912	CG	11	5	0.997
chr4	14134	CG	7	8	0.996
chr4	14356	CHG	0	9	0.995
chr4	14578	CG	14	2	0.998
chr4	14801	CG	9	6	0.996
chr4	15023	CG	5	10	0.994
chr4	15245	CG	10	5	0.996
chr4	15467	CG	8	7	0.995
chr4	15689	CHH	0	11	0.996
chr4	15912	CG	12	4	0.997
chr4	16134	CG	6	9	0.995
chr4	16356	CG	13	3	0.998
chr4	16578	CG	7	8	0.996
chr4	16801	CG	11	5	0.997
chr4	17023	CHG	0	10	0.995
chr4	17245	CG	9	6	0.996
chr4	17467	CG	5	10	0.994
chr4	17689	CG	14	3	0.998
chr4	17912	CG	8	7	0.995
chr4	18134	CG	10	5	0.996
chr4	18356	CHH	0	12	0.996
chr4	18578	CG	6	9	0.995
chr4	18801	CG	12	4	0.997
chr4	19023	CG	7	8	0.996
chr4	19245	CG	13	3	0.998
chr4	19467	CG	9	6	0.995
chr4	19689	CHG	0	9	0.996
chr4	19912	CG	5	10	0.994
chr4	20134	CG	11	5	0.997
chr4	20356	CG	8	7	0.996
chr4	20578	CG	14	2	0.998
chr4	20801	CG	6	9	0.995
chr4	21023	CHH	0	11	0.995
chr4	21245	CG	10	5	0.996
chr4	21467	CG	7	8	0.995
chr5	10234	CG	12	4	0.997
chr5	10456	CG	9	6	0.996
chr5	10789	CG	5	10	0.994
chr5	11023	CHG	0	10	0.996
chr5	11245	CG	13	3	0.998
chr5	11467	CG	8	7	0.995
chr5	11689	CG	11	5	0.997
chr5	11901	CG	6	9	0.995
chr5	12134	CG	14	3	0.998
chr5	12356	CHH	0	12	0.996
chr5	12578	CG	7	8	0.996
chr5	12801	CG	10	5	0.995
chr5	13023	CG	9	6	0.996
chr5	13245	CG	5	10	0.994
chr5	13467	CG	12	4	0.997
chr5	13689	CHG	0	9	0.995
chr5	13912	CG	8	7	0.996
chr5	14134	CG	13	3	0.998
chr5	14356	CG	6	9	0.995
chr5	14578	CG	11	5	0.997
chr5	14801	CG	7	8	0.996
chr5	15023	CHH	0	11	0.996
chr5	15245	CG	14	2	0.998
chr5	15467	CG	9	6	0.995
chr5	15689	CG	5	10	0.994
chr5	15912	CG	10	5	0.996
chr5	16134	CG	8	7	0.995
chr5	16356	CHG	0	10	0.996
chr5	16578	CG	12	4	0.997
chr5	16801	CG	6	9	0.995
chr5	17023	CG	13	3	0.998
chr5	17245	CG	7	8	0.996
chr5	17467	CG	11	5	0.997
chr5	17689	CHH	0	12	0.995
chr5	17912	CG	9	6	0.996
chr5	18134	CG	5	10	0.994
chr5	18356	CG	14	3	0.998
chr5	18578	CG	8	7	0.995
chr5	18801	CG	10	5	0.996
chr5	19023	CHG	0	9	0.996
chr5	19245	CG	6	9	0.995
chr5	19467	CG	12	4	0.997
chr5	19689	CG	7	8	0.996
chr5	19912	CG	13	3	0.998
chr5	20134	CG	9	6	0.995
chr5	20356	CHH	0	11	0.996
chr5	20578	CG	5	10	0.994
chr5	20801	CG	11	5	0.997
chr5	21023	CG	8	7	0.996
chr5	21245	CG	14	2	0.998
chr5	21467	CG	6	9	0.995
chr6	10234	CHG	0	10	0.995
chr6	10456	CG	10	5	0.996
chr6	10789	CG	7	8	0.995
chr6	11023	CG	12	4	0.997
chr6	11245	CG	9	6	0.996
chr6	11467	CG	5	10	0.994
chr6	11689	CHH	0	12	0.996
chr6	11901	CG	13	3	0.998
chr6	12134	CG	8	7	0.995
chr6	12356	CG	11	5	0.997
chr6	12578	CG	6	9	0.995
chr6	12801	CG	14	3	0.998
chr6	13023	CHG	0	9	0.996
chr6	13245	CG	7	8	0.996
chr6	13467	CG	10	5	0.995
chr6	13689	CG	9	6	0.996
chr6	13912	CG	5	10	0.994
chr6	14134	CG	12	4	0.997
chr6	14356	CHH	0	11	0.995
chr6	14578	CG	8	7	0.996
chr6	14801	CG	13	3	0.998
chr6	15023	CG	6	9	0.995
chr6	15245	CG	11	5	0.997
chr6	15467	CG	7	8	0.996
chr6	15689	CHG	0	10	0.996
chr6	15912	CG	14	2	0.998
chr6	16134	CG	9	6	0.995
chr6	16356	CG	5	10	0.994
chr6	16578	CG	10	5	0.996
chr6	16801	CG	8	7	0.995
chr6	17023	CHH	0	12	0.996
chr6	17245	CG	12	4	0.997
chr6	17467	CG	6	9	0.995
chr6	17689	CG	13	3	0.998
chr6	17912	CG	7	8	0.996
chr6	18134	CG	11	5	0.997
chr6	18356	CHG	0	9	0.995
chr6	18578	CG	9	6	0.996
chr6	18801	CG	5	10	0.994
chr6	19023	CG	14	3	0.998
chr6	19245	CG	8	7	0.995
chr6	19467	CG	10	5	0.996
chr6	19689	CHH	0	11	0.996
chr6	19912	CG	6	9	0.995
chr6	20134	CG	12	4	0.997
chr6	20356	CG	7	8	0.996
chr6	20578	CG	13	3	0.998
chr6	20801	CG	9	6	0.995
chr6	21023	CHG	0	10	0.996
chr6	21245	CG	5	10	0.994
chr6	21467	CG	11	5	0.997
chr7	10234	CG	8	7	0.996
chr7	10456	CG	14	2	0.998
chr7	10789	CHH	0	12	0.995
chr7	11023	CG	6	9	0.995
chr7	11245	CG	10	5	0.996
chr7	11467	CG	7	8	0.995
chr7	11689	CG	12	4	0.997
chr7	11901	CG	9	6	0.996
chr7	12134	CHG	0	9	0.996
chr7	12356	CG	5	10	0.994
chr7	12578	CG	13	3	0.998
chr7	12801	CG	8	7	0.995
chr7	13023	CG	11	5	0.997
chr7	13245	CG	6	9	0.995
chr7	13467	CHH	0	11	0.996
chr7	13689	CG	14	3	0.998
chr7	13912	CG	7	8	0.996
chr7	14134	CG	10	5	0.995
chr7	14356	CG	9	6	0.996
chr7	14578	CG	5	10	0.994
chr7	14801	CHG	0	10	0.995
chr7	15023	CG	12	4	0.997
chr7	15245	CG	8	7	0.996
chr7	15467	CG	13	3	0.998
chr7	15689	CG	6	9	0.995
chr7	15912	CG	11	5	0.997
chr7	16134	CHH	0	12	0.996
chr7	16356	CG	7	8	0.996
chr7	16578	CG	14	2	0.998
chr7	16801	CG	9	6	0.995
chr7	17023	CG	5	10	0.994
chr7	17245	CG	10	5	0.996
chr7	17467	CHG	0	9	0.996
chr7	17689	CG	8	7	0.995
chr7	17912	CG	12	4	0.997
chr7	18134	CG	6	9	0.995
chr7	18356	CG	13	3	0.998
chr7	18578	CG	7	8	0.996
chr7	18801	CHH	0	11	0.995
chr7	19023	CG	11	5	0.997
chr7	19245	CG	9	6	0.996
chr7	19467	CG	5	10	0.994
chr7	19689	CG	14	3	0.998
chr7	19912	CG	8	7	0.995
chr7	20134	CHG	0	10	0.996
chr7	20356	CG	10	5	0.996
chr7	20578	CG	6	9	0.995
chr7	20801	CG	12	4	0.997
chr7	21023	CG	7	8	0.996
chr7	21245	CG	13	3	0.998
chr7	21467	CHH	0	12	0.996
chr8	10234	CG	9	6	0.995
chr8	10456	CG	5	10	0.994
chr8	10789	CG	11	5	0.997
chr8	11023	CG	8	7	0.996
chr8	11245	CG	14	2	0.998
chr8	11467	CHG	0	9	0.995
chr8	11689	CG	6	9	0.995
chr8	11901	CG	10	5	0.996
chr8	12134	CG	7	8	0.995
chr8	12356	CG	12	4	0.997
chr8	12578	CG	9	6	0.996
chr8	12801	CHH	0	11	0.996
chr8	13023	CG	5	10	0.994
chr8	13245	CG	13	3	0.998
chr8	13467	CG	8	7	0.995
chr8	13689	CG	11	5	0.997
chr8	13912	CG	6	9	0.995
chr8	14134	CHG	0	10	0.996
chr8	14356	CG	14	3	0.998
chr8	14578	CG	7	8	0.996
chr8	14801	CG	10	5	0.995
chr8	15023	CG	9	6	0.996
chr8	15245	CG	5	10	0.994
chr8	15467	CHH	0	12	0.995
chr8	15689	CG	12	4	0.997
chr8	15912	CG	8	7	0.996
chr8	16134	CG	13	3	0.998
chr8	16356	CG	6	9	0.995
chr8	16578	CG	11	5	0.997
chr8	16801	CHG	0	9	0.996
chr8	17023	CG	7	8	0.996
chr8	17245	CG	14	2	0.998
chr8	17467	CG	9	6	0.995
chr8	17689	CG	5	10	0.994
chr8	17912	CG	10	5	0.996
chr8	18134	CHH	0	11	0.996
chr8	18356	CG	8	7	0.995
chr8	18578	CG	12	4	0.997
chr8	18801	CG	6	9	0.995
chr8	19023	CG	13	3	0.998
chr8	19245	CG	7	8	0.996
chr8	19467	CHG	0	10	0.995
chr8	19689	CG	11	5	0.997
chr8	19912	CG	9	6	0.996
chr8	20134	CG	5	10	0.994
chr8	20356	CG	14	3	0.998
chr8	20578	CG	8	7	0.995
chr8	20801	CHH	0	12	0.996
chr8	21023	CG	10	5	0.996
chr8	21245	CG	6	9	0.995
chr8	21467	CG	12	4	0.997
chr9	10234	CG	7	8	0.996
chr9	10456	CG	13	3	0.998
chr9	10789	CHG	0	9	0.995
chr9	11023	CG	9	6	0.996
chr9	11245	CG	5	10	0.994
chr9	11467	CG	11	5	0.997
chr9	11689	CG	8	7	0.996
chr9	11901	CG	14	2	0.998
chr9	12134	CHH	0	11	0.996
chr9	12356	CG	6	9	0.995
chr9	12578	CG	10	5	0.996
chr9	12801	CG	7	8	0.995
chr9	13023	CG	12	4	0.997
chr9	13245	CG	9	6	0.996
chr9	13467	CHG	0	10	0.996
chr9	13689	CG	5	10	0.994
chr9	13912	CG	13	3	0.998
chr9	14134	CG	8	7	0.995
chr9	14356	CG	11	5	0.997
chr9	14578	CG	6	9	0.995
chr9	14801	CHH	0	12	0.995
chr9	15023	CG	14	3	0.998
chr9	15245	CG	7	8	0.996
chr9	15467	CG	10	5	0.995
chr9	15689	CG	9	6	0.996
chr9	15912	CG	5	10	0.994
chr9	16134	CHG	0	9	0.996
chr9	16356	CG	12	4	0.997
chr9	16578	CG	8	7	0.996
chr9	16801	CG	13	3	0.998
chr9	17023	CG	6	9	0.995
chr9	17245	CG	11	5	0.997
chr9	17467	CHH	0	11	0.996
chr9	17689	CG	7	8	0.996
chr9	17912	CG	14	2	0.998
chr9	18134	CG	9	6	0.995
chr9	18356	CG	5	10	0.994
chr9	18578	CG	10	5	0.996
chr9	18801	CHG	0	10	0.995
chr9	19023	CG	8	7	0.995
chr9	19245	CG	12	4	0.997
chr9	19467	CG	6	9	0.995
chr9	19689	CG	13	3	0.998
chr9	19912	CG	7	8	0.996
chr9	20134	CHH	0	12	0.996
chr9	20356	CG	11	5	0.997
chr9	20578	CG	9	6	0.996
chr9	20801	CG	5	10	0.994
chr9	21023	CG	14	3	0.998
chr9	21245	CG	8	7	0.995
chr9	21467	CHG	0	9	0.996
chr10	10234	CG	10	5	0.996
chr10	10456	CG	6	9	0.995
chr10	10789	CG	12	4	0.997
chr10	11023	CHH	0	11	0.995
chr10	11245	CG	7	8	0.996
chr10	11467	CG	13	3	0.998
chr10	11689	CG	9	6	0.995
chr10	11901	CG	5	10	0.994
chr10	12134	CG	11	5	0.997
chr10	12356	CHG	0	10	0.996
chr10	12578	CG	8	7	0.996
chr10	12801	CG	14	2	0.998
chr10	13023	CG	6	9	0.995
chr10	13245	CG	10	5	0.996
chr10	13467	CG	7	8	0.995
chr10	13689	CHH	0	12	0.996
chr10	13912	CG	12	4	0.997
chr10	14134	CG	9	6	0.996
chr10	14356	CG	5	10	0.994
chr10	14578	CG	13	3	0.998
chr10	14801	CG	8	7	0.995
chr10	15023	CHG	0	9	0.995
chr10	15245	CG	11	5	0.997
chr10	15467	CG	6	9	0.995
chr10	15689	CG	14	3	0.998
chr10	15912	CG	7	8	0.996
chr10	16134	CG	10	5	0.995
chr10	16356	CHH	0	11	0.996
chr10	16578	CG	9	6	0.996
chr10	16801	CG	5	10	0.994
chr10	17023	CG	12	4	0.997
chr10	17245	CG	8	7	0.996
chr10	17467	CG	13	3	0.998
chr10	17689	CHG	0	10	0.995
chr10	17912	CG	6	9	0.995
chr10	18134	CG	11	5	0.997
chr10	18356	CG	7	8	0.996
chr10	18578	CG	14	2	0.998
chr10	18801	CG	9	6	0.995
chr10	19023	CHH	0	12	0.996
chr10	19245	CG	5	10	0.994
chr10	19467	CG	10	5	0.996
chr10	19689	CG	8	7	0.995
chr10	19912	CG	12	4	0.997
chr10	20134	CG	6	9	0.995
chr10	20356	CHG	0	9	0.996
chr10	20578	CG	13	3	0.998
chr10	20801	CG	7	8	0.996
chr10	21023	CG	11	5	0.997
chr10	21245	CG	9	6	0.995
chr10	21467	CG	5	10	0.994
chr11	10234	CHH	0	11	0.995
chr11	10456	CG	14	3	0.998
chr11	10789	CG	8	7	0.996
chr11	11023	CG	10	5	0.995
chr11	11245	CG	6	9	0.995
chr11	11467	CG	12	4	0.997
chr11	11689	CHG	0	10	0.996
chr11	11901	CG	7	8	0.996
chr11	12134	CG	13	3	0.998
chr11	12356	CG	9	6	0.995
chr11	12578	CG	5	10	0.994
chr11	12801	CG	11	5	0.997
chr11	13023	CHH	0	12	0.996
chr11	13245	CG	8	7	0.996
chr11	13467	CG	14	2	0.998
chr11	13689	CG	6	9	0.995
chr11	13912	CG	10	5	0.996
chr11	14134	CG	7	8	0.995
chr11	14356	CHG	0	9	0.995
chr11	14578	CG	12	4	0.997
chr11	14801	CG	9	6	0.996
chr11	15023	CG	5	10	0.994
chr11	15245	CG	13	3	0.998
chr11	15467	CG	8	7	0.995
chr11	15689	CHH	0	11	0.996
chr11	15912	CG	11	5	0.997
chr11	16134	CG	6	9	0.995
chr11	16356	CG	14	3	0.998
chr11	16578	CG	7	8	0.996
chr11	16801	CG	10	5	0.995
chr11	17023	CHG	0	10	0.996
chr11	17245	CG	9	6	0.996
chr11	17467	CG	5	10	0.994
chr11	17689	CG	12	4	0.997
chr11	17912	CG	8	7	0.996
chr11	18134	CG	13	3	0.998
chr11	18356	CHH	0	12	0.995
chr11	18578	CG	6	9	0.995
chr11	18801	CG	11	5	0.997
chr11	19023	CG	7	8	0.996
chr11	19245	CG	14	2	0.998
chr11	19467	CG	9	6	0.995
chr11	19689	CHG	0	9	0.996
chr11	19912	CG	5	10	0.994
chr11	20134	CG	10	5	0.996
chr11	20356	CG	8	7	0.995
chr11	20578	CG	12	4	0.997
chr11	20801	CG	6	9	0.995
chr11	21023	CHH	0	11	0.996
chr11	21245	CG	13	3	0.998
chr11	21467	CG	7	8	0.996
chr12	10234	CG	11	5	0.997
chr12	10456	CG	9	6	0.995
chr12	10789	CHG	0	10	0.995
chr12	11023	CG	5	10	0.994
chr12	11245	CG	14	3	0.998
chr12	11467	CG	8	7	0.996
chr12	11689	CG	10	5	0.995
chr12	11901	CG	6	9	0.995
chr12	12134	CHH	0	12	0.996
chr12	12356	CG	12	4	0.997
chr12	12578	CG	7	8	0.996
chr12	12801	CG	13	3	0.998
chr12	13023	CG	9	6	0.995
chr12	13245	CG	5	10	0.994
chr12	13467	CHG	0	9	0.996
chr12	13689	CG	11	5	0.997
chr12	13912	CG	8	7	0.996
chr12	14134	CG	14	2	0.998
chr12	14356	CG	6	9	0.995
chr12	14578	CG	10	5	0.996
chr12	14801	CHH	0	11	0.995
chr12	15023	CG	7	8	0.995
chr12	15245	CG	12	4	0.997
chr12	15467	CG	9	6	0.996
chr12	15689	CG	5	10	0.994
chr12	15912	CG	13	3	0.998
chr12	16134	CHG	0	10	0.996
chr12	16356	CG	8	7	0.995
chr12	16578	CG	11	5	0.997
chr12	16801	CG	6	9	0.995
chr12	17023	CG	14	3	0.998
chr12	17245	CG	7	8	0.996
chr12	17467	CHH	0	12	0.996
chr12	17689	CG	10	5	0.995
chr12	17912	CG	9	6	0.996
chr12	18134	CG	5	10	0.994
chr12	18356	CG	12	4	0.997
chr12	18578	CG	8	7	0.996
chr12	18801	CHG	0	9	0.995
chr12	19023	CG	13	3	0.998
chr12	19245	CG	6	9	0.995
chr12	19467	CG	11	5	0.997
chr12	19689	CG	7	8	0.996
chr12	19912	CG	14	2	0.998
chr12	20134	CHH	0	11	0.996
chr12	20356	CG	9	6	0.995
chr12	20578	CG	5	10	0.994
chr12	20801	CG	10	5	0.996
chr12	21023	CG	8	7	0.995
chr12	21245	CG	12	4	0.997
chr12	21467	CHG	0	10	0.996
chr13	10234	CG	6	9	0.995
chr13	10456	CG	13	3	0.998
chr13	10789	CG	7	8	0.996
chr13	11023	CG	11	5	0.997
chr13	11245	CHH	0	12	0.995
chr13	11467	CG	9	6	0.996
chr13	11689	CG	5	10	0.994
chr13	11901	CG	14	3	0.998
chr13	12134	CG	8	7	0.995
chr13	12356	CG	10	5	0.996
chr13	12578	CHG	0	9	0.996
chr13	12801	CG	6	9	0.995
chr13	13023	CG	12	4	0.997
chr13	13245	CG	7	8	0.996
chr13	13467	CG	13	3	0.998
chr13	13689	CG	9	6	0.995
chr13	13912	CHH	0	11	0.996
chr13	14134	CG	5	10	0.994
chr13	14356	CG	11	5	0.997
chr13	14578	CG	8	7	0.996
chr13	14801	CG	14	2	0.998
chr13	15023	CG	6	9	0.995
chr13	15245	CHG	0	10	0.995
chr13	15467	CG	10	5	0.996
chr13	15689	CG	7	8	0.995
chr13	15912	CG	12	4	0.997
chr13	16134	CG	9	6	0.996
chr13	16356	CG	5	10	0.994
chr13	16578	CHH	0	12	0.996
chr13	16801	CG	13	3	0.998
chr13	17023	CG	8	7	0.995
chr13	17245	CG	11	5	0.997
chr13	17467	CG	6	9	0.995
chr13	17689	CG	14	3	0.998
chr13	17912	CHG	0	9	0.996
chr13	18134	CG	7	8	0.996
chr13	18356	CG	10	5	0.995
chr13	18578	CG	9	6	0.996
chr13	18801	CG	5	10	0.994
chr13	19023	CG	12	4	0.997
chr13	19245	CHH	0	11	0.995
chr13	19467	CG	8	7	0.996
chr13	19689	CG	13	3	0.998
chr13	19912	CG	6	9	0.995
chr13	20134	CG	11	5	0.997
chr13	20356	CG	7	8	0.996
chr13	20578	CHG	0	10	0.996
chr13	20801	CG	14	2	0.998
chr13	21023	CG	9	6	0.995
chr13	21245	CG	5	10	0.994
chr13	21467	CG	10	5	0.996
chr14	10234	CHH	0	12	0.996
chr14	10456	CG	8	7	0.995
chr14	10789	CG	12	4	0.997
chr14	11023	CG	6	9	0.995
chr14	11245	CG	13	3	0.998
chr14	11467	CG	7	8	0.996
chr14	11689	CHG	0	9	0.995
chr14	11901	CG	11	5	0.997
chr14	12134	CG	9	6	0.996
chr14	12356	CG	5	10	0.994
chr14	12578	CG	14	3	0.998
chr14	12801	CG	8	7	0.995
chr14	13023	CHH	0	11	0.996
chr14	13245	CG	10	5	0.996
chr14	13467	CG	6	9	0.995
chr14	13689	CG	12	4	0.997
chr14	13912	CG	7	8	0.996
chr14	14134	CG	13	3	0.998
chr14	14356	CHG	0	10	0.995
chr14	14578	CG	9	6	0.996
chr14	14801	CG	5	10	0.994
chr14	15023	CG	11	5	0.997
chr14	15245	CG	8	7	0.996
chr14	15467	CG	14	2	0.998
chr14	15689	CHH	0	12	0.996
chr14	15912	CG	6	9	0.995
chr14	16134	CG	10	5	0.996
chr14	16356	CG	7	8	0.995
chr14	16578	CG	12	4	0.997
chr14	16801	CG	9	6	0.996
chr14	17023	CHG	0	9	0.996
chr14	17245	CG	5	10	0.994
chr14	17467	CG	13	3	0.998
chr14	17689	CG	8	7	0.995
chr14	17912	CG	11	5	0.997
chr14	18134	CG	6	9	0.995
chr14	18356	CHH	0	11	0.995
chr14	18578	CG	14	3	0.998
chr14	18801	CG	7	8	0.996
chr14	19023	CG	10	5	0.995
chr14	19245	CG	9	6	0.996
chr14	19467	CG	5	10	0.994
chr14	19689	CHG	0	10	0.996
chr14	19912	CG	12	4	0.997
chr14	20134	CG	8	7	0.996
chr14	20356	CG	13	3	0.998
chr14	20578	CG	6	9	0.995
chr14	20801	CG	11	5	0.997
chr14	21023	CHH	0	12	0.996
chr14	21245	CG	7	8	0.996
chr14	21467	CG	14	2	0.998
chr15	10234	CG	9	6	0.995
chr15	10456	CG	5	10	0.994
chr15	10789	CHG	0	9	0.995
chr15	11023	CG	10	5	0.996
chr15	11245	CG	8	7	0.995
chr15	11467	CG	12	4	0.997
chr15	11689	CG	6	9	0.995
chr15	11901	CG	13	3	0.998
chr15	12134	CHH	0	11	0.996
chr15	12356	CG	7	8	0.996
chr15	12578	CG	11	5	0.997
chr15	12801	CG	9	6	0.995
chr15	13023	CG	5	10	0.994
chr15	13245	CG	14	3	0.998
chr15	13467	CHG	0	10	0.996
chr15	13689	CG	8	7	0.995
chr15	13912	CG	10	5	0.996
chr15	14134	CG	6	9	0.995
chr15	14356	CG	12	4	0.997
chr15	14578	CG	7	8	0.996
chr15	14801	CHH	0	12	0.995
chr15	15023	CG	13	3	0.998
chr15	15245	CG	9	6	0.996
chr15	15467	CG	5	10	0.994
chr15	15689	CG	11	5	0.997
chr15	15912	CG	8	7	0.996
chr15	16134	CHG	0	9	0.996
chr15	16356	CG	14	2	0.998
chr15	16578	CG	6	9	0.995
chr15	16801	CG	10	5	0.996
chr15	17023	CG	7	8	0.995
chr15	17245	CG	12	4	0.997
chr15	17467	CHH	0	11	0.996
chr15	17689	CG	9	6	0.996
chr15	17912	CG	5	10	0.994
chr15	18134	CG	13	3	0.998
chr15	18356	CG	8	7	0.995
chr15	18578	CG	11	5	0.997
chr15	18801	CHG	0	10	0.995
chr15	19023	CG	6	9	0.995
chr15	19245	CG	14	3	0.998
chr15	19467	CG	7	8	0.996
chr15	19689	CG	10	5	0.995
chr15	19912	CG	9	6	0.996
chr15	20134	CHH	0	12	0.996
chr15	20356	CG	5	10	0.994
chr15	20578	CG	12	4	0.997
chr15	20801	CG	8	7	0.996
chr15	21023	CG	13	3	0.998
chr15	21245	CG	6	9	0.995
chr15	21467	CHG	0	9	0.996
chr16	10234	CG	11	5	0.997
chr16	10456	CG	7	8	0.996
