chromosome	position	context	methylated_count	unmethylated_count	conversion_control
chr4	44056	CG	9	6	0.996
chr4	44278	CG	13	8	0.997
chr4	44490	CG	7	12	0.995
chr4	44712	CG	12	7	0.997
chr4	44934	CHG	0	10	0.996
chr4	45156	CG	8	9	0.996
chr4	45378	CG	15	6	0.998
chr4	45590	CG	5	10	0.996
chr4	45812	CG	10	7	0.997
chr4	46034	CG	6	12	0.995
chr4	46256	CHH	0	12	0.996
chr4	46478	CG	11	8	0.996
chr4	46690	CG	9	7	0.997
chr4	46912	CG	14	5	0.998
chr4	47134	CG	7	11	0.996
chr4	47356	CG	12	6	0.997
chr4	47578	CG	8	10	0.996
chr5	47790	CHG	1	11	0.996
chr5	48012	CG	13	7	0.997
chr5	48234	CG	5	12	0.995
chr5	48456	CG	10	9	0.996
chr5	48678	CG	6	13	0.996
chr5	48890	CG	11	7	0.997
chr5	49112	CHH	0	10	0.996
chr5	49334	CG	9	8	0.996
chr5	49556	CG	15	5	0.998
chr5	49778	CG	7	10	0.996
chr5	49990	CG	12	6	0.997
chr5	50212	CG	8	9	0.996
chr5	50434	CG	14	7	0.997
chr5	50656	CHG	0	11	0.996
chr5	50878	CG	5	11	0.995
chr5	51090	CG	10	8	0.996
chr5	51312	CG	6	12	0.996
chr5	51534	CG	11	7	0.997
chr5	51756	CG	9	6	0.996
chr5	51978	CHH	0	12	0.996
chr5	52190	CG	13	8	0.997
chr5	52412	CG	7	12	0.995
chr5	52634	CG	12	7	0.997
chr5	52856	CG	8	9	0.996
chr5	53078	CG	15	6	0.998
chr5	53290	CG	5	10	0.996
chr5	53512	CHG	1	10	0.996
chr5	53734	CG	10	7	0.997
chr5	53956	CG	6	12	0.995
chr5	54178	CG	11	8	0.996
chr5	54390	CG	9	7	0.997
chr5	54612	CG	14	5	0.998
chr5	54834	CHH	0	11	0.996
chr5	55056	CG	7	11	0.996
chr5	55278	CG	12	6	0.997
chr5	55490	CG	8	10	0.996
chr5	55712	CG	13	7	0.997
chr5	55934	CG	5	12	0.995
chr6	56156	CG	10	9	0.996
chr6	56378	CHG	0	10	0.996
chr6	56590	CG	6	13	0.996
chr6	56812	CG	11	7	0.997
chr6	57034	CG	9	8	0.996
chr6	57256	CG	15	5	0.998
chr6	57478	CG	7	10	0.996
chr6	57690	CHH	0	12	0.996
chr6	57912	CG	12	6	0.997
chr6	58134	CG	8	9	0.996
chr6	58356	CG	14	7	0.997
chr6	58578	CG	5	11	0.995
chr6	58790	CG	10	8	0.996
chr6	59012	CG	6	12	0.996
chr6	59234	CHG	1	11	0.996
chr6	59456	CG	11	7	0.997
chr6	59678	CG	9	6	0.996
chr6	59890	CG	13	8	0.997
chr6	60112	CG	7	12	0.995
chr6	60334	CG	12	7	0.997
chr6	60556	CHH	0	10	0.996
chr6	60778	CG	8	9	0.996
chr6	60990	CG	15	6	0.998
chr6	61212	CG	5	10	0.996
chr6	61434	CG	10	7	0.997
chr6	61656	CG	6	12	0.995
chr6	61878	CG	11	8	0.996
chr6	62090	CHG	0	11	0.996
chr6	62312	CG	9	7	0.997
chr6	62534	CG	14	5	0.998
chr6	62756	CG	7	11	0.996
chr6	62978	CG	12	6	0.997
chr6	63190	CG	8	10	0.996
chr6	63412	CHH	0	12	0.996
chr6	63634	CG	13	7	0.997
chr6	63856	CG	5	12	0.995
chr7	64078	CG	10	9	0.996
chr7	64290	CG	6	13	0.996
chr7	64512	CG	11	7	0.997
chr7	64734	CHG	1	10	0.996
chr7	64956	CG	9	8	0.996
chr7	65178	CG	15	5	0.998
chr7	65390	CG	7	10	0.996
chr7	65612	CG	12	6	0.997
chr7	65834	CG	8	9	0.996
chr7	66056	CHH	0	11	0.996
chr7	66278	CG	14	7	0.997
chr7	66490	CG	5	11	0.995
chr7	66712	CG	10	8	0.996
chr7	66934	CG	6	12	0.996
chr7	67156	CG	11	7	0.997
chr7	67378	CG	9	6	0.996
chr7	67590	CHG	0	10	0.996
chr7	67812	CG	13	8	0.997
chr7	68034	CG	7	12	0.995
chr7	68256	CG	12	7	0.997
chr7	68478	CG	8	9	0.996
chr7	68690	CHH	0	12	0.996
chr7	68912	CG	15	6	0.998
chr7	69134	CG	5	10	0.996
chr7	69356	CG	10	7	0.997
chr7	69578	CG	6	12	0.995
chr7	69790	CG	11	8	0.996
chr7	70012	CHG	1	11	0.996
chr7	70234	CG	9	7	0.997
chr7	70456	CG	14	5	0.998
chr7	70678	CG	7	11	0.996
chr7	70890	CG	12	6	0.997
chr7	71112	CG	8	10	0.996
chr7	71334	CG	13	7	0.997
chr7	71556	CHH	0	10	0.996
chr7	71778	CG	5	12	0.995
chr7	71990	CG	10	9	0.996
chr8	72212	CG	6	13	0.996
chr8	72434	CG	11	7	0.997
chr8	72656	CG	9	8	0.996
chr8	72878	CHG	0	11	0.996
chr8	73090	CG	15	5	0.998
chr8	73312	CG	7	10	0.996
chr8	73534	CG	12	6	0.997
chr8	73756	CG	8	9	0.996
chr8	73978	CHH	0	12	0.996
chr8	74190	CG	14	7	0.997
chr8	74412	CG	5	11	0.995
chr8	74634	CG	10	8	0.996
chr8	74856	CG	6	12	0.996
chr8	75078	CG	11	7	0.997
chr8	75290	CHG	1	10	0.996
chr8	75512	CG	9	6	0.996
chr8	75734	CG	13	8	0.997
chr8	75956	CG	7	12	0.995
chr8	76178	CG	12	7	0.997
chr8	76390	CHH	0	11	0.996
chr8	76612	CG	8	9	0.996
chr8	76834	CG	15	6	0.998
chr8	77056	CG	5	10	0.996
chr8	77278	CG	10	7	0.997
chr8	77490	CG	6	12	0.995
chr8	77712	CHG	0	10	0.996
chr8	77934	CG	11	8	0.996
chr8	78156	CG	9	7	0.997
chr8	78378	CG	14	5	0.998
chr8	78590	CG	7	11	0.996
chr8	78812	CG	12	6	0.997
chr8	79034	CHH	0	12	0.996
chr8	79256	CG	8	10	0.996
chr8	79478	CG	13	7	0.997
chr8	79690	CG	5	12	0.995
chr8	79912	CG	10	9	0.996
chr8	80134	CHG	1	11	0.996
chr9	80356	CG	6	13	0.996
chr9	80578	CG	11	7	0.997
chr9	80790	CG	9	8	0.996
chr9	81012	CG	15	5	0.998
chr9	81234	CHH	0	10	0.996
chr9	81456	CG	7	10	0.996
chr9	81678	CG	12	6	0.997
chr9	81890	CG	8	9	0.996
chr9	82112	CG	14	7	0.997
chr9	82334	CG	5	11	0.995
chr9	82556	CHG	0	11	0.996
chr9	82778	CG	10	8	0.996
chr9	82990	CG	6	12	0.996
chr9	83212	CG	11	7	0.997
chr9	83434	CG	9	6	0.996
chr9	83656	CHH	0	12	0.996
chr9	83878	CG	13	8	0.997
chr9	84090	CG	7	12	0.995
chr9	84312	CG	12	7	0.997
chr9	84534	CG	8	9	0.996
chr9	84756	CG	15	6	0.998
chr9	84978	CHG	1	10	0.996
chr9	85190	CG	5	10	0.996
chr9	85412	CG	10	7	0.997
chr9	85634	CG	6	12	0.995
chr9	85856	CG	11	8	0.996
chr9	86078	CHH	0	11	0.996
chr9	86290	CG	9	7	0.997
chr9	86512	CG	14	5	0.998
chr9	86734	CG	7	11	0.996
chr9	86956	CG	12	6	0.997
chr9	87178	CG	8	10	0.996
chr9	87390	CHG	0	10	0.996
chr9	87612	CG	13	7	0.997
chr9	87834	CG	5	12	0.995
chr10	88056	CG	10	9	0.996
chr10	88278	CG	6	13	0.996
chr10	88490	CHH	0	12	0.996
chr10	88712	CG	11	7	0.997
chr10	88934	CG	9	8	0.996
chr10	89156	CG	15	5	0.998
chr10	89378	CG	7	10	0.996
chr10	89590	CHG	1	11	0.996
chr10	89812	CG	12	6	0.997
chr10	90034	CG	8	9	0.996
chr10	90256	CG	14	7	0.997
chr10	90478	CG	5	11	0.995
chr10	90690	CG	10	8	0.996
chr10	90912	CHH	0	10	0.996
chr10	91134	CG	6	12	0.996
chr10	91356	CG	11	7	0.997
chr10	91578	CG	9	6	0.996
chr10	91790	CG	13	8	0.997
chr10	92012	CHG	0	11	0.996
chr10	92234	CG	7	12	0.995
chr10	92456	CG	12	7	0.997
chr10	92678	CG	8	9	0.996
chr10	92890	CG	15	6	0.998
chr10	93112	CHH	0	12	0.996
chr10	93334	CG	5	10	0.996
chr10	93556	CG	10	7	0.997
chr10	93778	CG	6	12	0.995
chr10	93990	CG	11	8	0.996
chr10	94212	CHG	1	10	0.996
chr10	94434	CG	9	7	0.997
chr10	94656	CG	14	5	0.998
chr10	94878	CG	7	11	0.996
chr10	95090	CG	12	6	0.997
chr10	95312	CG	8	10	0.996
chr10	95534	CHH	0	11	0.996
chr10	95756	CG	13	7	0.997
chr10	95978	CG	5	12	0.995
chr11	96190	CG	10	9	0.996
chr11	96412	CG	6	13	0.996
chr11	96634	CHG	0	10	0.996
chr11	96856	CG	11	7	0.997
chr11	97078	CG	9	8	0.996
chr11	97290	CG	15	5	0.998
chr11	97512	CG	7	10	0.996
chr11	97734	CHH	0	12	0.996
chr11	97956	CG	12	6	0.997
chr11	98178	CG	8	9	0.996
chr11	98390	CG	14	7	0.997
chr11	98612	CG	5	11	0.995
chr11	98834	CHG	1	11	0.996
chr11	99056	CG	10	8	0.996
chr11	99278	CG	6	12	0.996
chr11	99490	CG	11	7	0.997
chr11	99712	CG	9	6	0.996
chr11	99934	CHH	0	10	0.996
chr11	100156	CG	13	8	0.997
chr11	100378	CG	7	12	0.995
chr11	100590	CG	12	7	0.997
chr11	100812	CG	8	9	0.996
chr11	101034	CG	15	6	0.998
chr11	101256	CHG	0	11	0.996
chr11	101478	CG	5	10	0.996
chr11	101690	CG	10	7	0.997
chr11	101912	CG	6	12	0.995
chr11	102134	CG	11	8	0.996
chr11	102356	CHH	0	12	0.996
chr11	102578	CG	9	7	0.997
chr11	102790	CG	14	5	0.998
chr11	103012	CG	7	11	0.996
chr11	103234	CG	12	6	0.997
chr11	103456	CHG	1	10	0.996
chr11	103678	CG	8	10	0.996
chr11	103890	CG	13	7	0.997
chr12	104112	CG	5	12	0.995
chr12	104334	CG	10	9	0.996
chr12	104556	CHH	0	11	0.996
chr12	104778	CG	6	13	0.996
chr12	104990	CG	11	7	0.997
chr12	105212	CG	9	8	0.996
chr12	105434	CG	15	5	0.998
chr12	105656	CHG	0	10	0.996
chr12	105878	CG	7	10	0.996
chr12	106090	CG	12	6	0.997
chr12	106312	CG	8	9	0.996
chr12	106534	CG	14	7	0.997
chr12	106756	CHH	0	12	0.996
chr12	106978	CG	5	11	0.995
chr12	107190	CG	10	8	0.996
chr12	107412	CG	6	12	0.996
chr12	107634	CG	11	7	0.997
chr12	107856	CHG	1	11	0.996
chr12	108078	CG	9	6	0.996
chr12	108290	CG	13	8	0.997
chr12	108512	CG	7	12	0.995
chr12	108734	CG	12	7	0.997
chr12	108956	CHH	0	10	0.996
chr12	109178	CG	8	9	0.996
chr12	109390	CG	15	6	0.998
chr12	109612	CG	5	10	0.996
chr12	109834	CG	10	7	0.997
chr12	110056	CHG	0	11	0.996
chr12	110278	CG	6	12	0.995
chr12	110490	CG	11	8	0.996
chr12	110712	CG	9	7	0.997
chr12	110934	CG	14	5	0.998
chr12	111156	CHH	0	12	0.996
chr12	111378	CG	7	11	0.996
chr12	111590	CG	12	6	0.997
chr12	111812	CG	8	10	0.996
chr12	112034	CG	13	7	0.997
chr13	112256	CHG	1	10	0.996
chr13	112478	CG	5	12	0.995
chr13	112690	CG	10	9	0.996
chr13	112912	CG	6	13	0.996
chr13	113134	CG	11	7	0.997
chr13	113356	CHH	0	11	0.996
chr13	113578	CG	9	8	0.996
chr13	113790	CG	15	5	0.998
chr13	114012	CG	7	10	0.996
chr13	114234	CG	12	6	0.997
chr13	114456	CHG	0	10	0.996
chr13	114678	CG	8	9	0.996
chr13	114890	CG	14	7	0.997
chr13	115112	CG	5	11	0.995
chr13	115334	CG	10	8	0.996
chr13	115556	CHH	0	12	0.996
chr13	115778	CG	6	12	0.996
chr13	115990	CG	11	7	0.997
chr13	116212	CG	9	6	0.996
chr13	116434	CG	13	8	0.997
chr13	116656	CHG	1	11	0.996
chr13	116878	CG	7	12	0.995
chr13	117090	CG	12	7	0.997
chr13	117312	CG	8	9	0.996
chr13	117534	CG	15	6	0.998
chr13	117756	CHH	0	10	0.996
chr13	117978	CG	5	10	0.996
chr13	118190	CG	10	7	0.997
chr13	118412	CG	6	12	0.995
chr13	118634	CG	11	8	0.996
chr13	118856	CHG	0	11	0.996
chr13	119078	CG	9	7	0.997
chr13	119290	CG	14	5	0.998
chr13	119512	CG	7	11	0.996
chr13	119734	CG	12	6	0.997
chr14	119956	CHH	0	12	0.996
chr14	120178	CG	8	10	0.996
chr14	120390	CG	13	7	0.997
chr14	120612	CG	5	12	0.995
chr14	120834	CG	10	9	0.996
chr14	121056	CHG	1	10	0.996
chr14	121278	CG	6	13	0.996
chr14	121490	CG	11	7	0.997
chr14	121712	CG	9	8	0.996
chr14	121934	CG	15	5	0.998
chr14	122156	CHH	0	11	0.996
chr14	122378	CG	7	10	0.996
chr14	122590	CG	12	6	0.997
chr14	122812	CG	8	9	0.996
chr14	123034	CG	14	7	0.997
chr14	123256	CHG	0	10	0.996
chr14	123478	CG	5	11	0.995
chr14	123690	CG	10	8	0.996
chr14	123912	CG	6	12	0.996
chr14	124134	CG	11	7	0.997
chr14	124356	CHH	0	12	0.996
chr14	124578	CG	9	6	0.996
chr14	124790	CG	13	8	0.997
chr14	125012	CG	7	12	0.995
chr14	125234	CG	12	7	0.997
chr14	125456	CHG	1	11	0.996
chr14	125678	CG	8	9	0.996
chr14	125890	CG	15	6	0.998
chr14	126112	CG	5	10	0.996
chr14	126334	CG	10	7	0.997
chr14	126556	CHH	0	10	0.996
chr14	126778	CG	6	12	0.995
chr14	126990	CG	11	8	0.996
chr14	127212	CG	9	7	0.997
chr14	127434	CG	14	5	0.998
chr15	127656	CHG	0	11	0.996
chr15	127878	CG	7	11	0.996
chr15	128090	CG	12	6	0.997
chr15	128312	CG	8	10	0.996
chr15	128534	CG	13	7	0.997
chr15	128756	CHH	0	12	0.996
chr15	128978	CG	5	12	0.995
chr15	129190	CG	10	9	0.996
chr15	129412	CG	6	13	0.996
chr15	129634	CG	11	7	0.997
chr15	129856	CHG	1	10	0.996
chr15	130078	CG	9	8	0.996
chr15	130290	CG	15	5	0.998
chr15	130512	CG	7	10	0.996
chr15	130734	CG	12	6	0.997
chr15	130956	CHH	0	11	0.996
chr15	131178	CG	8	9	0.996
chr15	131390	CG	14	7	0.997
chr15	131612	CG	5	11	0.995
chr15	131834	CG	10	8	0.996
chr15	132056	CHG	0	10	0.996
chr15	132278	CG	6	12	0.996
chr15	132490	CG	11	7	0.997
chr15	132712	CG	9	6	0.996
chr15	132934	CG	13	8	0.997
chr15	133156	CHH	0	12	0.996
chr15	133378	CG	7	12	0.995
chr15	133590	CG	12	7	0.997
chr15	133812	CG	8	9	0.996
chr15	134034	CG	15	6	0.998
chr15	134256	CHG	1	11	0.996
chr15	134478	CG	5	10	0.996
chr15	134690	CG	10	7	0.997
chr15	134912	CG	6	12	0.995
chr16	135134	CG	11	8	0.996
chr16	135356	CHH	0	10	0.996
chr16	135578	CG	9	7	0.997
chr16	135790	CG	14	5	0.998
chr16	136012	CG	7	11	0.996
chr16	136234	CG	12	6	0.997
chr16	136456	CHG	0	11	0.996
chr16	136678	CG	8	10	0.996
chr16	136890	CG	13	7	0.997
chr16	137112	CG	5	12	0.995
chr16	137334	CG	10	9	0.996
chr16	137556	CHH	0	12	0.996
chr16	137778	CG	6	13	0.996
chr16	137990	CG	11	7	0.997
chr16	138212	CG	9	8	0.996
chr16	138434	CG	15	5	0.998
chr16	138656	CHG	1	10	0.996
chr16	138878	CG	7	10	0.996
chr16	139090	CG	12	6	0.997
chr16	139312	CG	8	9	0.996
chr16	139534	CG	14	7	0.997
chr16	139756	CHH	0	11	0.996
chr16	139978	CG	5	11	0.995
chr16	140190	CG	10	8	0.996
chr16	140412	CG	6	12	0.996
chr16	140634	CG	11	7	0.997
chr16	140856	CHG	0	10	0.996
chr16	141078	CG	9	6	0.996
chr16	141290	CG	13	8	0.997
chr16	141512	CG	7	12	0.995
chr16	141734	CG	12	7	0.997
chr16	141956	CHH	0	12	0.996
chr17	142178	CG	8	9	0.996
chr17	142390	CG	15	6	0.998
chr17	142612	CG	5	10	0.996
chr17	142834	CG	10	7	0.997
chr17	143056	CHG	1	11	0.996
chr17	143278	CG	6	12	0.995
chr17	143490	CG	11	8	0.996
chr17	143712	CG	9	7	0.997
chr17	143934	CG	14	5	0.998
chr17	144156	CHH	0	10	0.996
chr17	144378	CG	7	11	0.996
chr17	144590	CG	12	6	0.997
chr17	144812	CG	8	10	0.996
chr17	145034	CG	13	7	0.997
chr17	145256	CHG	0	11	0.996
chr17	145478	CG	5	12	0.995
chr17	145690	CG	10	9	0.996
chr17	145912	CG	6	13	0.996
chr17	146134	CG	11	7	0.997
chr17	146356	CHH	0	12	0.996
chr17	146578	CG	9	8	0.996
chr17	146790	CG	15	5	0.998
chr17	147012	CG	7	10	0.996
chr17	147234	CG	12	6	0.997
chr17	147456	CHG	1	10	0.996
chr17	147678	CG	8	9	0.996
chr17	147890	CG	14	7	0.997
chr17	148112	CG	5	11	0.995
chr17	148334	CG	10	8	0.996
chr17	148556	CHH	0	11	0.996
chr17	148778	CG	6	12	0.996
chr17	148990	CG	11	7	0.997
chr18	149212	CG	9	6	0.996
chr18	149434	CG	13	8	0.997
chr18	149656	CHG	0	10	0.996
chr18	149878	CG	7	12	0.995
chr18	150090	CG	12	7	0.997
chr18	150312	CG	8	9	0.996
chr18	150534	CG	15	6	0.998
chr18	150756	CHH	0	12	0.996
chr18	150978	CG	5	10	0.996
chr18	151190	CG	10	7	0.997
chr18	151412	CG	6	12	0.995
chr18	151634	CG	11	8	0.996
chr18	151856	CHG	1	11	0.996
chr18	152078	CG	9	7	0.997
chr18	152290	CG	14	5	0.998
chr18	152512	CG	7	11	0.996
chr18	152734	CG	12	6	0.997
chr18	152956	CHH	0	10	0.996
chr18	153178	CG	8	10	0.996
chr18	153390	CG	13	7	0.997
chr18	153612	CG	5	12	0.995
chr18	153834	CG	10	9	0.996
chr18	154056	CHG	0	11	0.996
chr18	154278	CG	6	13	0.996
chr18	154490	CG	11	7	0.997
chr18	154712	CG	9	8	0.996
chr18	154934	CG	15	5	0.998
chr18	155156	CHH	0	12	0.996
chr18	155378	CG	7	10	0.996
chr18	155590	CG	12	6	0.997
chr18	155812	CG	8	9	0.996
chr19	156034	CG	14	7	0.997
chr19	156256	CHG	1	10	0.996
chr19	156478	CG	5	11	0.995
chr19	156690	CG	10	8	0.996
chr19	156912	CG	6	12	0.996
chr19	157134	CG	11	7	0.997
chr19	157356	CHH	0	11	0.996
chr19	157578	CG	9	6	0.996
chr19	157790	CG	13	8	0.997
chr19	158012	CG	7	12	0.995
chr19	158234	CG	12	7	0.997
chr19	158456	CHG	0	10	0.996
chr19	158678	CG	8	9	0.996
chr19	158890	CG	15	6	0.998
chr19	159112	CG	5	10	0.996
chr19	159334	CG	10	7	0.997
chr19	159556	CHH	0	12	0.996
chr19	159778	CG	6	12	0.995
chr19	159990	CG	11	8	0.996
chr19	160212	CG	9	7	0.997
chr19	160434	CG	14	5	0.998
chr19	160656	CHG	1	11	0.996
chr19	160878	CG	7	11	0.996
chr19	161090	CG	12	6	0.997
chr19	161312	CG	8	10	0.996
chr19	161534	CG	13	7	0.997
chr19	161756	CHH	0	10	0.996
chr19	161978	CG	5	12	0.995
chr19	162190	CG	10	9	0.996
chr20	162412	CG	6	13	0.996
chr20	162634	CG	11	7	0.997
chr20	162856	CHG	0	11	0.996
chr20	163078	CG	9	8	0.996
chr20	163290	CG	15	5	0.998
chr20	163512	CG	7	10	0.996
chr20	163734	CG	12	6	0.997
chr20	163956	CHH	0	12	0.996
chr20	164178	CG	8	9	0.996
chr20	164390	CG	14	7	0.997
chr20	164612	CG	5	11	0.995
chr20	164834	CG	10	8	0.996
chr20	165056	CHG	1	10	0.996
chr20	165278	CG	6	12	0.996
chr20	165490	CG	11	7	0.997
chr20	165712	CG	9	6	0.996
chr20	165934	CG	13	8	0.997
chr20	166156	CHH	0	11	0.996
chr20	166378	CG	7	12	0.995
chr20	166590	CG	12	7	0.997
chr20	166812	CG	8	9	0.996
chr20	167034	CG	15	6	0.998
chr20	167256	CHG	0	10	0.996
chr20	167478	CG	5	10	0.996
chr20	167690	CG	10	7	0.997
chr20	167912	CG	6	12	0.995
chr20	168134	CG	11	8	0.996
chr20	168356	CHH	0	12	0.996
chr20	168578	CG	9	7	0.997
chr20	168790	CG	14	5	0.998
chr20	169012	CG	7	11	0.996
chr20	169234	CG	12	6	0.997
chr21	169456	CHG	1	11	0.996
chr21	169678	CG	8	10	0.996
chr21	169890	CG	13	7	0.997
chr21	170112	CG	5	12	0.995
chr21	170334	CG	10	9	0.996
chr21	170556	CHH	0	10	0.996
chr21	170778	CG	6	13	0.996
chr21	170990	CG	11	7	0.997
chr21	171212	CG	9	8	0.996
chr21	171434	CG	15	5	0.998
chr21	171656	CHG	0	11	0.996
chr21	171878	CG	7	10	0.996
chr21	172090	CG	12	6	0.997
chr21	172312	CG	8	9	0.996
chr21	172534	CG	14	7	0.997
chr21	172756	CHH	0	12	0.996
chr21	172978	CG	5	11	0.995
chr21	173190	CG	10	8	0.996
chr21	173412	CG	6	12	0.996
chr21	173634	CG	11	7	0.997
chr21	173856	CHG	1	10	0.996
chr21	174078	CG	9	6	0.996
chr21	174290	CG	13	8	0.997
chr21	174512	CG	7	12	0.995
chr21	174734	CG	12	7	0.997
chr21	174956	CHH	0	11	0.996
chr21	175178	CG	8	9	0.996
chr21	175390	CG	15	6	0.998
chr21	175612	CG	5	10	0.996
chr21	175834	CG	10	7	0.997
chr22	176056	CHG	0	10	0.996
chr22	176278	CG	6	12	0.995
chr22	176490	CG	11	8	0.996
chr22	176712	CG	9	7	0.997
chr22	176934	CG	14	5	0.998
chr22	177156	CHH	0	12	0.996
chr22	177378	CG	7	11	0.996
chr22	177590	CG	12	6	0.997
chr22	177812	CG	8	10	0.996
chr22	178034	CG	13	7	0.997
chr22	178256	CHG	1	11	0.996
chr22	178478	CG	5	12	0.995
chr22	178690	CG	10	9	0.996
