chromosome	position	context	methylated_count	unmethylated_count	conversion_control
chr5	11765	CHG	1	10	0.994
chr5	11802	CG	8	6	0.997
chr5	11839	CG	5	4	0.996
chr5	11876	CG	9	5	0.998
chr5	11913	CG	6	8	0.996
chr5	11950	CG	3	6	0.995
chr5	11987	CHH	0	11	0.994
chr5	12024	CG	11	5	0.997
chr5	12061	CG	7	4	0.996
chr5	12098	CG	4	7	0.995
chr5	12135	CG	8	3	0.997
chr5	12172	CHG	1	12	0.995
chr5	12209	CG	5	7	0.996
chr5	12246	CG	9	4	0.998
chr5	12283	CG	6	5	0.996
chr5	12320	CG	3	8	0.995
chr5	12357	CG	10	6	0.997
chr5	12394	CHH	0	10	0.993
chr5	12431	CG	7	5	0.996
chr5	12468	CG	4	4	0.995
chr5	12505	CG	8	7	0.997
chr5	12542	CG	5	6	0.996
chr5	12579	CG	9	3	0.998
chr5	12616	CHG	1	11	0.994
chr5	12653	CG	6	4	0.996
chr5	12690	CG	3	8	0.995
chr5	12727	CG	11	5	0.997
chr5	12764	CG	7	7	0.996
chr5	12801	CG	4	5	0.995
chr5	12838	CHH	0	9	0.994
chr5	12875	CG	8	6	0.997
chr5	12912	CG	5	3	0.996
chr5	12949	CG	9	7	0.998
chr5	12986	CG	6	5	0.996
chr5	13023	CHG	1	13	0.995
chr5	13060	CG	3	6	0.995
chr5	13097	CG	10	4	0.997
chr5	13134	CG	7	8	0.996
chr5	13171	CG	4	5	0.995
chr5	13208	CG	8	3	0.997
chr5	13245	CHH	0	12	0.993
chr5	13282	CG	5	7	0.996
chr5	13319	CG	9	6	0.998
chr5	13356	CG	6	4	0.996
chr5	13393	CG	3	8	0.995
chr5	13430	CHG	1	10	0.994
chr5	13467	CG	11	5	0.997
chr5	13504	CG	7	6	0.996
chr5	13541	CG	4	4	0.995
chr5	13578	CG	8	7	0.997
chr5	13615	CG	5	5	0.996
chr5	13652	CHH	0	11	0.994
chr5	13689	CG	9	4	0.998
chr5	13726	CG	6	8	0.996
chr5	13763	CG	3	5	0.995
chr5	13800	CG	10	7	0.997
chr5	13837	CHG	1	12	0.995
chr5	13874	CG	7	4	0.996
chr5	13911	CG	4	6	0.995
chr5	13948	CG	8	5	0.997
chr5	13985	CG	5	6	0.996
chr5	14022	CG	9	3	0.998
chr5	14059	CHH	0	10	0.993
chr5	14096	CG	6	5	0.996
chr6	10133	CG	3	8	0.995
chr6	10170	CG	11	4	0.997
chr6	10207	CG	7	7	0.996
chr6	10244	CHG	1	11	0.994
chr6	10281	CG	4	5	0.995
chr6	10318	CG	8	6	0.997
chr6	10355	CG	5	3	0.996
chr6	10392	CG	9	5	0.998
chr6	10429	CG	6	8	0.996
chr6	10466	CHH	0	9	0.994
chr6	10503	CG	3	6	0.995
chr6	10540	CG	10	4	0.997
chr6	10577	CG	7	5	0.996
chr6	10614	CG	4	7	0.995
chr6	10651	CHG	1	13	0.995
chr6	10688	CG	8	4	0.997
chr6	10725	CG	5	6	0.996
chr6	10762	CG	9	3	0.998
chr6	10799	CG	6	5	0.996
chr6	10836	CG	3	8	0.995
chr6	10873	CHH	0	12	0.993
chr6	10910	CG	11	7	0.997
chr6	10947	CG	7	6	0.996
chr6	10984	CG	4	4	0.995
chr6	11021	CG	8	7	0.997
chr6	11058	CHG	1	10	0.994
chr6	11095	CG	5	5	0.996
chr6	11132	CG	9	6	0.998
chr6	11169	CG	6	4	0.996
chr6	11206	CG	3	8	0.995
chr6	11243	CG	10	5	0.997
chr6	11280	CHH	0	11	0.994
chr6	11317	CG	7	4	0.996
chr6	11354	CG	4	7	0.995
chr6	11391	CG	8	3	0.997
chr6	11428	CG	5	7	0.996
chr6	11465	CHG	1	12	0.995
chr6	11502	CG	9	4	0.998
chr6	11539	CG	6	5	0.996
chr6	11576	CG	3	6	0.995
chr6	11613	CG	11	5	0.997
chr6	11650	CG	7	8	0.996
chr6	11687	CHH	0	10	0.993
chr6	11724	CG	4	5	0.995
chr6	11761	CG	8	6	0.997
chr6	11798	CG	5	4	0.996
chr6	11835	CHG	1	11	0.994
chr6	11872	CG	9	7	0.998
chr6	11909	CG	6	3	0.996
chr6	11946	CG	3	8	0.995
chr6	11983	CG	10	4	0.997
chr6	12020	CG	7	6	0.996
chr6	12057	CHH	0	9	0.994
chr6	12094	CG	4	5	0.995
chr6	12131	CG	8	7	0.997
chr6	12168	CG	5	3	0.996
chr6	12205	CG	9	5	0.998
chr6	12242	CHG	1	13	0.995
chr6	12279	CG	6	8	0.996
chr6	12316	CG	3	4	0.995
chr6	12353	CG	11	6	0.997
chr6	12390	CG	7	5	0.996
chr6	12427	CG	4	7	0.995
chr6	12464	CHH	0	12	0.993
chr6	12501	CG	8	4	0.997
chr6	12538	CG	5	6	0.996
chr6	12575	CG	9	3	0.998
chr6	12612	CG	6	5	0.996
chr6	12649	CHG	1	10	0.994
chr6	12686	CG	3	8	0.995
chr6	12723	CG	10	7	0.997
chr6	12760	CG	7	6	0.996
chr6	12797	CG	4	4	0.995
chr6	12834	CG	8	5	0.997
chr6	12871	CHH	0	11	0.994
chr6	12908	CG	5	7	0.996
chr6	12945	CG	9	4	0.998
chr6	12982	CG	6	4	0.996
chr6	13019	CG	3	8	0.995
chr6	13056	CHG	1	12	0.995
chr6	13093	CG	11	5	0.997
chr6	13130	CG	7	7	0.996
chr6	13167	CG	4	3	0.995
chr6	13204	CG	8	6	0.997
chr6	13241	CG	5	5	0.996
chr6	13278	CHH	0	10	0.993
chr6	13315	CG	9	6	0.998
chr6	13352	CG	6	5	0.996
chr6	13389	CG	3	8	0.995
chr6	13426	CG	10	4	0.997
chr6	13463	CHG	1	11	0.994
chr6	13500	CG	7	6	0.996
chr6	13537	CG	4	5	0.995
chr6	13574	CG	8	7	0.997
chr6	13611	CG	5	3	0.996
chr6	13648	CG	9	5	0.998
chr6	13685	CHH	0	9	0.994
chr6	13722	CG	6	8	0.996
chr6	13759	CG	3	6	0.995
chr6	13796	CG	11	4	0.997
chr6	13833	CG	7	5	0.996
chr6	13870	CHG	1	13	0.995
chr6	13907	CG	4	7	0.995
chr6	13944	CG	8	4	0.997
chr6	13981	CG	5	6	0.996
chr6	14018	CG	9	3	0.998
chr6	14055	CG	6	5	0.996
chr6	14092	CHH	0	12	0.993
chr7	10129	CG	3	8	0.995
chr7	10166	CG	10	7	0.997
chr7	10203	CG	7	6	0.996
chr7	10240	CG	4	4	0.995
chr7	10277	CHG	1	10	0.994
chr7	10314	CG	8	5	0.997
chr7	10351	CG	5	7	0.996
chr7	10388	CG	9	4	0.998
chr7	10425	CG	6	3	0.996
chr7	10462	CHH	0	11	0.994
chr7	10499	CG	3	8	0.995
chr7	10536	CG	11	5	0.997
chr7	10573	CG	7	7	0.996
chr7	10610	CG	4	6	0.995
chr7	10647	CHG	1	12	0.995
chr7	10684	CG	8	3	0.997
chr7	10721	CG	5	5	0.996
chr7	10758	CG	9	6	0.998
chr7	10795	CG	6	4	0.996
chr7	10832	CHH	0	10	0.993
chr7	10869	CG	3	8	0.995
chr7	10906	CG	10	4	0.997
chr7	10943	CG	7	6	0.996
chr7	10980	CG	4	5	0.995
chr7	11017	CHG	1	11	0.994
chr7	11054	CG	8	7	0.997
chr7	11091	CG	5	3	0.996
chr7	11128	CG	9	5	0.998
chr7	11165	CG	6	8	0.996
chr7	11202	CG	3	6	0.995
chr7	11239	CHH	0	9	0.994
chr7	11276	CG	11	4	0.997
chr7	11313	CG	7	5	0.996
chr7	11350	CG	4	7	0.995
chr7	11387	CG	8	4	0.997
chr7	11424	CHG	1	13	0.995
chr7	11461	CG	5	6	0.996
chr7	11498	CG	9	3	0.998
chr7	11535	CG	6	5	0.996
chr7	11572	CG	3	8	0.995
chr7	11609	CG	10	7	0.997
chr7	11646	CHH	0	12	0.993
chr7	11683	CG	7	6	0.996
chr7	11720	CG	4	4	0.995
chr7	11757	CG	8	5	0.997
chr7	11794	CG	5	7	0.996
chr7	11831	CHG	1	10	0.994
chr7	11868	CG	9	4	0.998
chr7	11905	CG	6	4	0.996
chr7	11942	CG	3	8	0.995
chr7	11979	CG	11	5	0.997
chr7	12016	CG	7	7	0.996
chr7	12053	CHH	0	11	0.994
chr7	12090	CG	4	3	0.995
chr7	12127	CG	8	6	0.997
chr7	12164	CG	5	5	0.996
chr7	12201	CHG	1	12	0.995
chr7	12238	CG	9	6	0.998
chr7	12275	CG	6	5	0.996
chr7	12312	CG	3	8	0.995
chr7	12349	CG	10	4	0.997
chr7	12386	CG	7	6	0.996
chr7	12423	CHH	0	10	0.993
chr7	12460	CG	4	5	0.995
chr7	12497	CG	8	7	0.997
chr7	12534	CG	5	3	0.996
chr7	12571	CG	9	5	0.998
chr7	12608	CHG	1	11	0.994
chr7	12645	CG	6	8	0.996
chr7	12682	CG	3	6	0.995
chr7	12719	CG	11	4	0.997
chr7	12756	CG	7	5	0.996
chr7	12793	CG	4	7	0.995
chr7	12830	CHH	0	9	0.994
chr7	12867	CG	8	4	0.997
chr7	12904	CG	5	6	0.996
chr7	12941	CG	9	3	0.998
chr7	12978	CG	6	5	0.996
chr7	13015	CHG	1	13	0.995
chr7	13052	CG	3	8	0.995
chr7	13089	CG	10	7	0.997
chr7	13126	CG	7	6	0.996
chr7	13163	CG	4	4	0.995
chr7	13200	CHH	0	12	0.993
chr7	13237	CG	8	5	0.997
chr7	13274	CG	5	7	0.996
chr7	13311	CG	9	4	0.998
chr7	13348	CG	6	3	0.996
chr7	13385	CHG	1	10	0.994
chr7	13422	CG	3	8	0.995
chr7	13459	CG	11	5	0.997
chr7	13496	CG	7	7	0.996
chr7	13533	CG	4	6	0.995
chr7	13570	CG	8	3	0.997
chr7	13607	CHH	0	11	0.994
chr7	13644	CG	5	5	0.996
chr7	13681	CG	9	6	0.998
chr7	13718	CG	6	4	0.996
chr7	13755	CG	3	8	0.995
chr7	13792	CHG	1	12	0.995
chr7	13829	CG	10	4	0.997
chr7	13866	CG	7	6	0.996
chr7	13903	CG	4	5	0.995
chr7	13940	CG	8	7	0.997
chr7	13977	CG	5	3	0.996
chr7	14014	CHH	0	10	0.993
chr7	14051	CG	9	5	0.998
chr7	14088	CG	6	8	0.996
chr8	10125	CG	3	6	0.995
chr8	10162	CG	11	4	0.997
chr8	10199	CHG	1	11	0.994
chr8	10236	CG	7	5	0.996
chr8	10273	CG	4	7	0.995
chr8	10310	CG	8	4	0.997
chr8	10347	CG	5	6	0.996
chr8	10384	CHH	0	9	0.994
chr8	10421	CG	9	3	0.998
chr8	10458	CG	6	5	0.996
chr8	10495	CG	3	8	0.995
chr8	10532	CG	10	7	0.997
chr8	10569	CHG	1	13	0.995
chr8	10606	CG	7	6	0.996
chr8	10643	CG	4	4	0.995
chr8	10680	CG	8	5	0.997
chr8	10717	CG	5	7	0.996
chr8	10754	CG	9	4	0.998
chr8	10791	CHH	0	12	0.993
chr8	10828	CG	6	3	0.996
