chromosome	position	context	methylated_count	unmethylated_count	conversion_control
chr2	10656	CG	1	0	0.994
chr2	10778	CHG	0	7	0.997
chr2	10901	CG	0	0	0.995
chr2	11023	CG	6	5	0.996
chr2	11145	CG	1	1	0.994
chr2	11267	CG	0	2	0.997
chr2	11389	CG	9	8	0.995
chr2	11512	CG	0	0	0.996
chr2	11634	CG	1	0	0.994
chr2	11756	CHH	0	9	0.995
chr2	11878	CG	0	1	0.997
chr2	12001	CG	7	6	0.994
chr2	12123	CG	2	0	0.996
chr2	12245	CG	0	0	0.995
chr2	12367	CG	1	1	0.994
chr2	12489	CG	0	2	0.997
chr2	12612	CG	10	9	0.995
chr2	12734	CHG	0	8	0.996
chr2	12856	CG	0	1	0.994
chr2	12978	CG	1	0	0.995
chr2	13101	CG	0	0	0.997
chr2	13223	CG	8	7	0.994
chr2	13345	CG	1	1	0.996
chr2	13467	CG	0	2	0.995
chr2	13589	CG	6	5	0.994
chr2	13712	CHH	0	10	0.997
chr2	13834	CG	0	0	0.995
chr2	13956	CG	2	1	0.996
chr2	14078	CG	0	1	0.994
chr2	14201	CG	9	8	0.997
chr2	14323	CG	1	0	0.995
chr2	14445	CG	0	0	0.994
chr2	14567	CG	7	6	0.996
chr2	14689	CHG	0	7	0.995
chr2	14812	CG	0	2	0.994
chr2	14934	CG	1	1	0.997
chr2	15056	CG	0	0	0.995
chr2	15178	CG	8	9	0.996
chr2	15301	CG	2	0	0.994
chr2	15423	CG	0	1	0.995
chr2	15545	CHH	0	8	0.997
chr2	15667	CG	1	0	0.994
chr2	15789	CG	0	0	0.996
chr2	15912	CG	6	7	0.995
chr2	16034	CG	1	1	0.994
chr2	16156	CG	0	2	0.997
chr2	16278	CG	10	9	0.995
chr2	16401	CG	0	0	0.996
chr2	16523	CHG	0	9	0.994
chr2	16645	CG	1	0	0.995
chr2	16767	CG	0	1	0.997
chr2	16889	CG	7	8	0.994
chr2	17012	CG	2	1	0.996
chr2	17134	CG	0	0	0.995
chr2	17256	CG	1	0	0.994
chr2	17378	CHH	0	7	0.997
chr2	17501	CG	0	1	0.995
chr2	17623	CG	9	6	0.996
chr2	17745	CG	0	0	0.994
chr2	17867	CG	1	1	0.995
chr2	17989	CG	0	2	0.997
chr2	18112	CG	8	7	0.994
chr2	18234	CG	1	0	0.996
chr2	18356	CHG	0	8	0.995
chr2	18478	CG	0	0	0.994
chr2	18601	CG	6	5	0.997
chr2	18723	CG	0	1	0.995
chr2	18845	CG	2	0	0.996
chr2	18967	CG	0	0	0.994
chr2	19089	CG	1	1	0.995
chr2	19212	CG	0	2	0.997
chr2	19334	CHH	0	9	0.994
chr2	19456	CG	10	9	0.996
chr2	19578	CG	0	0	0.995
chr2	19701	CG	1	0	0.994
chr2	19823	CG	0	1	0.997
chr2	19945	CG	7	6	0.995
chr2	20067	CG	1	1	0.996
chr2	20189	CHG	0	7	0.994
chr2	20312	CG	0	0	0.995
chr2	20434	CG	2	1	0.997
chr2	20556	CG	0	2	0.994
chr2	20678	CG	9	8	0.996
chr2	20801	CG	1	0	0.995
chr2	20923	CG	0	0	0.994
chr2	21045	CG	8	7	0.997
chr2	21167	CHH	0	10	0.995
chr2	21289	CG	0	1	0.996
chr2	21412	CG	1	0	0.994
chr2	21534	CG	0	0	0.995
chr2	21656	CG	6	5	0.997
chr2	21778	CG	2	1	0.994
chr2	21901	CG	0	2	0.996
chr2	22023	CHG	0	8	0.995
chr2	22145	CG	1	1	0.994
chr2	22267	CG	0	0	0.997
chr3	10012	CG	10	9	0.995
chr3	10134	CG	0	1	0.996
chr3	10256	CG	1	0	0.994
chr3	10378	CG	0	0	0.995
chr3	10501	CHH	0	7	0.997
chr3	10623	CG	7	8	0.994
chr3	10745	CG	1	1	0.996
chr3	10867	CG	0	2	0.995
chr3	10989	CG	9	6	0.994
chr3	11112	CG	0	0	0.997
chr3	11234	CG	1	0	0.995
chr3	11356	CHG	0	9	0.996
chr3	11478	CG	0	1	0.994
chr3	11601	CG	8	7	0.995
chr3	11723	CG	2	0	0.997
chr3	11845	CG	0	0	0.994
chr3	11967	CG	1	1	0.996
chr3	12089	CG	0	2	0.995
chr3	12212	CHH	0	8	0.994
chr3	12334	CG	6	5	0.997
chr3	12456	CG	0	1	0.995
chr3	12578	CG	1	0	0.996
chr3	12701	CG	0	0	0.994
chr3	12823	CG	10	9	0.995
chr3	12945	CG	1	1	0.997
chr3	13067	CHG	0	7	0.994
chr3	13189	CG	0	0	0.996
chr3	13312	CG	2	1	0.995
chr3	13434	CG	0	2	0.994
chr3	13556	CG	9	8	0.997
chr3	13678	CG	1	0	0.995
chr3	13801	CG	0	0	0.996
chr3	13923	CHH	0	9	0.994
chr3	14045	CG	7	6	0.995
chr3	14167	CG	0	1	0.997
chr3	14289	CG	1	0	0.994
chr3	14412	CG	0	0	0.996
chr3	14534	CG	8	7	0.995
chr3	14656	CG	2	1	0.994
chr3	14778	CHG	0	8	0.997
chr3	14901	CG	0	2	0.995
chr3	15023	CG	1	1	0.996
chr3	15145	CG	0	0	0.994
chr3	15267	CG	6	5	0.995
chr3	15389	CG	1	0	0.997
chr3	15512	CG	0	1	0.994
chr3	15634	CHH	0	10	0.996
chr3	15756	CG	10	9	0.995
chr3	15878	CG	0	0	0.994
chr3	16001	CG	1	0	0.997
chr3	16123	CG	0	2	0.995
chr3	16245	CG	9	8	0.996
chr3	16367	CG	1	1	0.994
chr3	16489	CHG	0	7	0.995
chr3	16612	CG	0	0	0.997
chr3	16734	CG	2	1	0.994
chr3	16856	CG	0	1	0.996
chr3	16978	CG	7	6	0.995
chr3	17101	CG	1	0	0.994
chr3	17223	CG	0	0	0.997
chr3	17345	CHH	0	8	0.995
chr3	17467	CG	8	7	0.996
chr3	17589	CG	0	2	0.994
chr3	17712	CG	1	1	0.995
chr3	17834	CG	0	0	0.997
chr3	17956	CG	6	5	0.994
chr3	18078	CG	2	0	0.996
chr3	18201	CHG	0	9	0.995
chr3	18323	CG	0	1	0.994
chr3	18445	CG	1	0	0.997
chr3	18567	CG	0	0	0.995
chr3	18689	CG	10	9	0.996
chr3	18812	CG	1	1	0.994
chr3	18934	CG	0	2	0.995
chr3	19056	CHH	0	7	0.997
chr3	19178	CG	9	8	0.994
chr3	19301	CG	0	0	0.996
chr3	19423	CG	1	0	0.995
chr3	19545	CG	0	1	0.994
chr3	19667	CG	7	6	0.997
chr3	19789	CG	2	1	0.995
chr3	19912	CHG	0	8	0.996
chr3	20034	CG	0	0	0.994
chr3	20156	CG	1	0	0.995
chr3	20278	CG	0	2	0.997
chr3	20401	CG	8	7	0.994
chr3	20523	CG	1	1	0.996
chr3	20645	CG	0	0	0.995
chr3	20767	CHH	0	9	0.994
chr3	20889	CG	6	5	0.997
chr3	21012	CG	0	1	0.995
chr3	21134	CG	2	0	0.996
chr3	21256	CG	0	0	0.994
chr3	21378	CG	1	1	0.995
chr3	21501	CG	0	2	0.997
chr3	21623	CHG	0	7	0.994
chr3	21745	CG	10	9	0.996
chr3	21867	CG	0	0	0.995
chr3	21989	CG	1	0	0.994
chr3	22112	CG	0	1	0.997
chr3	22234	CG	9	8	0.995
chr3	22356	CG	1	1	0.996
chr3	22478	CHH	0	8	0.994
chr4	10089	CG	0	0	0.995
chr4	10212	CG	2	1	0.997
chr4	10334	CG	0	2	0.994
chr4	10456	CG	7	6	0.996
chr4	10578	CG	1	0	0.995
chr4	10701	CHG	0	9	0.994
chr4	10823	CG	0	0	0.997
chr4	10945	CG	1	0	0.995
chr4	11067	CG	0	1	0.996
chr4	11189	CG	8	7	0.994
chr4	11312	CG	2	1	0.995
chr4	11434	CG	0	0	0.997
chr4	11556	CHH	0	10	0.994
chr4	11678	CG	1	1	0.996
chr4	11801	CG	0	2	0.995
chr4	11923	CG	6	5	0.994
chr4	12045	CG	1	0	0.997
chr4	12167	CG	0	0	0.995
chr4	12289	CG	10	9	0.996
chr4	12412	CHG	0	7	0.994
chr4	12534	CG	0	1	0.995
chr4	12656	CG	1	0	0.997
chr4	12778	CG	0	0	0.994
chr4	12901	CG	9	8	0.996
chr4	13023	CG	2	0	0.995
chr4	13145	CG	0	1	0.994
chr4	13267	CHH	0	8	0.997
chr4	13389	CG	1	1	0.995
chr4	13512	CG	0	0	0.996
chr4	13634	CG	7	6	0.994
chr4	13756	CG	1	0	0.995
chr4	13878	CG	0	2	0.997
chr4	14001	CG	8	7	0.994
chr4	14123	CHG	0	9	0.996
chr4	14245	CG	0	0	0.995
chr4	14367	CG	1	0	0.994
chr4	14489	CG	0	1	0.997
chr4	14612	CG	6	5	0.995
chr4	14734	CG	2	1	0.996
chr4	14856	CG	0	0	0.994
chr4	14978	CHH	0	7	0.995
chr4	15101	CG	1	1	0.997
chr4	15223	CG	0	2	0.994
chr4	15345	CG	10	9	0.996
chr4	15467	CG	1	0	0.995
chr4	15589	CG	0	0	0.994
chr4	15712	CG	9	8	0.997
chr4	15834	CHG	0	8	0.995
chr4	15956	CG	0	1	0.996
chr4	16078	CG	1	0	0.994
chr4	16201	CG	0	0	0.995
chr4	16323	CG	7	6	0.997
chr4	16445	CG	2	1	0.994
chr4	16567	CG	0	2	0.996
chr4	16689	CHH	0	9	0.995
chr4	16812	CG	1	1	0.994
chr4	16934	CG	0	0	0.997
chr4	17056	CG	8	7	0.995
chr4	17178	CG	1	0	0.996
chr4	17301	CG	0	1	0.994
chr4	17423	CG	6	5	0.995
chr4	17545	CHG	0	7	0.997
chr4	17667	CG	0	0	0.994
chr4	17789	CG	2	0	0.996
chr4	17912	CG	0	1	0.995
chr4	18034	CG	1	0	0.994
chr4	18156	CG	0	0	0.997
chr4	18278	CG	10	9	0.995
chr4	18401	CHH	0	8	0.996
chr4	18523	CG	1	1	0.994
chr4	18645	CG	0	2	0.995
chr4	18767	CG	9	8	0.997
chr4	18889	CG	1	0	0.994
chr4	19012	CG	0	0	0.996
chr4	19134	CG	7	6	0.995
chr4	19256	CHG	0	9	0.994
chr4	19378	CG	0	1	0.997
chr4	19501	CG	2	1	0.995
chr4	19623	CG	0	0	0.996
chr4	19745	CG	1	0	0.994
chr4	19867	CG	0	2	0.995
chr4	19989	CG	8	7	0.997
chr4	20112	CHH	0	10	0.994
chr4	20234	CG	0	0	0.996
chr4	20356	CG	1	1	0.995
chr4	20478	CG	0	1	0.994
chr4	20601	CG	6	5	0.997
chr4	20723	CG	2	0	0.995
chr4	20845	CG	0	0	0.996
chr4	20967	CHG	0	7	0.994
chr4	21089	CG	1	0	0.995
chr4	21212	CG	0	1	0.997
chr4	21334	CG	10	9	0.994
chr4	21456	CG	1	1	0.996
chr4	21578	CG	0	0	0.995
chr4	21701	CG	9	8	0.994
chr4	21823	CHH	0	8	0.997
chr4	21945	CG	0	2	0.995
chr4	22067	CG	1	0	0.996
chr4	22189	CG	0	0	0.994
chr4	22312	CG	7	6	0.995
chr4	22434	CG	2	1	0.997
chr5	10123	CG	0	1	0.994
chr5	10245	CHG	0	9	0.996
chr5	10367	CG	1	0	0.995
chr5	10489	CG	0	0	0.994
chr5	10612	CG	8	7	0.997
chr5	10734	CG	1	1	0.995
chr5	10856	CG	0	2	0.996
chr5	10978	CG	6	5	0.994
chr5	11101	CHH	0	7	0.995
chr5	11223	CG	0	0	0.997
chr5	11345	CG	2	1	0.994
chr5	11467	CG	0	1	0.996
chr5	11589	CG	1	0	0.995
chr5	11712	CG	0	0	0.994
chr5	11834	CG	10	9	0.997
chr5	11956	CHG	0	8	0.995
chr5	12078	CG	1	1	0.996
chr5	12201	CG	0	2	0.994
chr5	12323	CG	9	8	0.995
chr5	12445	CG	1	0	0.997
chr5	12567	CG	0	0	0.994
chr5	12689	CG	7	6	0.996
chr5	12812	CHH	0	9	0.995
chr5	12934	CG	0	1	0.994
chr5	13056	CG	2	0	0.997
chr5	13178	CG	0	0	0.995
chr5	13301	CG	1	1	0.996
chr5	13423	CG	0	2	0.994
chr5	13545	CG	8	7	0.995
chr5	13667	CHG	0	7	0.997
chr5	13789	CG	0	0	0.994
chr5	13912	CG	1	0	0.996
chr5	14034	CG	0	1	0.995
chr5	14156	CG	6	5	0.994
chr5	14278	CG	2	1	0.997
chr5	14401	CG	0	0	0.995
chr5	14523	CHH	0	8	0.996
chr5	14645	CG	1	0	0.994
chr5	14767	CG	0	2	0.995
chr5	14889	CG	10	9	0.997
chr5	15012	CG	1	1	0.994
chr5	15134	CG	0	0	0.996
chr5	15256	CG	9	8	0.995
chr5	15378	CHG	0	9	0.994
chr5	15501	CG	0	1	0.997
chr5	15623	CG	1	0	0.995
chr5	15745	CG	0	0	0.996
chr5	15867	CG	7	6	0.994
chr5	15989	CG	2	1	0.995
chr5	16112	CG	0	2	0.997
chr5	16234	CHH	0	10	0.994
chr5	16356	CG	1	1	0.996
chr5	16478	CG	0	0	0.995
chr5	16601	CG	8	7	0.994
chr5	16723	CG	1	0	0.997
chr5	16845	CG	0	1	0.995
chr5	16967	CG	6	5	0.996
chr5	17089	CHG	0	7	0.994
chr5	17212	CG	0	0	0.995
chr5	17334	CG	2	0	0.997
chr5	17456	CG	0	1	0.994
chr5	17578	CG	1	0	0.996
chr5	17701	CG	0	0	0.995
chr5	17823	CG	10	9	0.994
chr5	17945	CHH	0	8	0.997
chr5	18067	CG	1	1	0.995
chr5	18189	CG	0	2	0.996
chr5	18312	CG	9	8	0.994
chr5	18434	CG	1	0	0.995
chr5	18556	CG	0	0	0.997
chr5	18678	CG	7	6	0.994
chr5	18801	CHG	0	9	0.996
chr5	18923	CG	0	1	0.995
chr5	19045	CG	2	1	0.994
chr5	19167	CG	0	0	0.997
chr5	19289	CG	1	0	0.995
chr5	19412	CG	0	2	0.996
chr5	19534	CG	8	7	0.994
chr5	19656	CHH	0	7	0.995
chr5	19778	CG	0	0	0.997
chr5	19901	CG	1	1	0.994
chr5	20023	CG	0	1	0.996
chr5	20145	CG	6	5	0.995
chr5	20267	CG	2	0	0.994
chr5	20389	CG	0	0	0.997
chr5	20512	CHG	0	8	0.995
chr5	20634	CG	1	0	0.996
chr5	20756	CG	0	1	0.994
chr5	20878	CG	10	9	0.995
chr5	21001	CG	1	1	0.997
chr5	21123	CG	0	0	0.994
chr5	21245	CG	9	8	0.996
chr5	21367	CHH	0	9	0.995
chr5	21489	CG	0	2	0.994
chr5	21612	CG	1	0	0.997
chr5	21734	CG	0	0	0.995
chr5	21856	CG	7	6	0.996
chr5	21978	CG	2	1	0.994
chr5	22101	CG	0	1	0.995
chr5	22223	CHG	0	7	0.997
chr5	22345	CG	1	0	0.994
chr5	22467	CG	0	0	0.996
chr6	10178	CG	8	7	0.995
chr6	10301	CG	1	1	0.994
chr6	10423	CG	0	2	0.997
chr6	10545	CG	6	5	0.995
chr6	10667	CHH	0	8	0.996
chr6	10789	CG	0	0	0.994
chr6	10912	CG	2	1	0.995
chr6	11034	CG	0	1	0.997
chr6	11156	CG	1	0	0.994
chr6	11278	CG	0	0	0.996
chr6	11401	CG	10	9	0.995
chr6	11523	CHG	0	9	0.994
chr6	11645	CG	1	1	0.997
chr6	11767	CG	0	2	0.995
chr6	11889	CG	9	8	0.996
chr6	12012	CG	1	0	0.994
chr6	12134	CG	0	0	0.995
chr6	12256	CG	7	6	0.997
chr6	12378	CHH	0	10	0.994
chr6	12501	CG	0	1	0.996
chr6	12623	CG	2	0	0.995
chr6	12745	CG	0	0	0.994
chr6	12867	CG	1	1	0.997
chr6	12989	CG	0	2	0.995
chr6	13112	CG	8	7	0.996
chr6	13234	CHG	0	7	0.994
chr6	13356	CG	0	0	0.995
chr6	13478	CG	1	0	0.997
chr6	13601	CG	0	1	0.994
chr6	13723	CG	6	5	0.996
chr6	13845	CG	2	1	0.995
chr6	13967	CG	0	0	0.994
chr6	14089	CHH	0	8	0.997
chr6	14212	CG	1	0	0.995
chr6	14334	CG	0	2	0.996
chr6	14456	CG	10	9	0.994
chr6	14578	CG	1	1	0.995
chr6	14701	CG	0	0	0.997
chr6	14823	CG	9	8	0.994
chr6	14945	CHG	0	9	0.996
chr6	15067	CG	0	1	0.995
chr6	15189	CG	1	0	0.994
chr6	15312	CG	0	0	0.997
chr6	15434	CG	7	6	0.995
chr6	15556	CG	2	1	0.996
chr6	15678	CG	0	2	0.994
chr6	15801	CHH	0	7	0.995
chr6	15923	CG	1	1	0.997
chr6	16045	CG	0	0	0.994
chr6	16167	CG	8	7	0.996
chr6	16289	CG	1	0	0.995
chr6	16412	CG	0	1	0.994
chr6	16534	CG	6	5	0.997
chr6	16656	CHG	0	8	0.995
chr6	16778	CG	0	0	0.996
chr6	16901	CG	2	0	0.994
chr6	17023	CG	0	1	0.995
chr6	17145	CG	1	0	0.997
chr6	17267	CG	0	0	0.994
chr6	17389	CG	10	9	0.996
chr6	17512	CHH	0	9	0.995
chr6	17634	CG	1	1	0.994
chr6	17756	CG	0	2	0.997
chr6	17878	CG	9	8	0.995
chr6	18001	CG	1	0	0.996
chr6	18123	CG	0	0	0.994
chr6	18245	CG	7	6	0.995
chr6	18367	CHG	0	7	0.997
chr6	18489	CG	0	1	0.994
chr6	18612	CG	2	1	0.996
chr6	18734	CG	0	0	0.995
chr6	18856	CG	1	0	0.994
chr6	18978	CG	0	2	0.997
chr6	19101	CG	8	7	0.995
chr6	19223	CHH	0	8	0.996
chr6	19345	CG	0	0	0.994
chr6	19467	CG	1	1	0.995
chr6	19589	CG	0	1	0.997
chr6	19712	CG	6	5	0.994
chr6	19834	CG	2	0	0.996
chr6	19956	CG	0	0	0.995
chr6	20078	CHG	0	9	0.994
chr6	20201	CG	1	0	0.997
chr6	20323	CG	0	1	0.995
chr6	20445	CG	10	9	0.996
chr6	20567	CG	1	1	0.994
chr6	20689	CG	0	0	0.995
chr6	20812	CG	9	8	0.997
chr6	20934	CHH	0	10	0.994
chr6	21056	CG	0	2	0.996
chr6	21178	CG	1	0	0.995
chr6	21301	CG	0	0	0.994
chr6	21423	CG	7	6	0.997
chr6	21545	CG	2	1	0.995
chr6	21667	CG	0	1	0.996
chr6	21789	CHG	0	7	0.994
chr6	21912	CG	1	0	0.995
chr6	22034	CG	0	0	0.997
chr6	22156	CG	8	7	0.994
chr6	22278	CG	1	1	0.996
chr6	22401	CG	0	2	0.995
chr7	10067	CG	6	5	0.994
chr7	10189	CHH	0	8	0.997
chr7	10312	CG	0	0	0.995
chr7	10434	CG	2	1	0.996
chr7	10556	CG	0	1	0.994
chr7	10678	CG	1	0	0.995
chr7	10801	CG	0	0	0.997
chr7	10923	CG	10	9	0.994
chr7	11045	CHG	0	9	0.996
chr7	11167	CG	1	1	0.995
chr7	11289	CG	0	2	0.994
chr7	11412	CG	9	8	0.997
chr7	11534	CG	1	0	0.995
chr7	11656	CG	0	0	0.996
chr7	11778	CG	7	6	0.994
chr7	11901	CHH	0	7	0.995
chr7	12023	CG	0	1	0.997
chr7	12145	CG	2	0	0.994
chr7	12267	CG	0	0	0.996
chr7	12389	CG	1	1	0.995
chr7	12512	CG	0	2	0.994
chr7	12634	CG	8	7	0.997
chr7	12756	CHG	0	8	0.995
chr7	12878	CG	0	0	0.996
chr7	13001	CG	1	0	0.994
chr7	13123	CG	0	1	0.995
chr7	13245	CG	6	5	0.997
chr7	13367	CG	2	1	0.994
chr7	13489	CG	0	0	0.996
chr7	13612	CHH	0	9	0.995
chr7	13734	CG	1	0	0.994
chr7	13856	CG	0	2	0.997
chr7	13978	CG	10	9	0.995
chr7	14101	CG	1	1	0.996
chr7	14223	CG	0	0	0.994
chr7	14345	CG	9	8	0.995
chr7	14467	CHG	0	7	0.997
chr7	14589	CG	0	1	0.994
chr7	14712	CG	1	0	0.996
chr7	14834	CG	0	0	0.995
chr7	14956	CG	7	6	0.994
chr7	15078	CG	2	1	0.997
chr7	15201	CG	0	2	0.995
chr7	15323	CHH	0	8	0.996
chr7	15445	CG	1	1	0.994
chr7	15567	CG	0	0	0.995
chr7	15689	CG	8	7	0.997
chr7	15812	CG	1	0	0.994
chr7	15934	CG	0	1	0.996
chr7	16056	CG	6	5	0.995
chr7	16178	CHG	0	9	0.994
chr7	16301	CG	0	0	0.997
chr7	16423	CG	2	0	0.995
chr7	16545	CG	0	1	0.996
chr7	16667	CG	1	0	0.994
chr7	16789	CG	0	0	0.995
chr7	16912	CG	10	9	0.997
chr7	17034	CHH	0	10	0.994
chr7	17156	CG	1	1	0.996
chr7	17278	CG	0	2	0.995
chr7	17401	CG	9	8	0.994
chr7	17523	CG	1	0	0.997
chr7	17645	CG	0	0	0.995
chr7	17767	CG	7	6	0.996
chr7	17889	CHG	0	7	0.994
chr7	18012	CG	0	1	0.995
chr7	18134	CG	2	1	0.997
chr7	18256	CG	0	0	0.994
chr7	18378	CG	1	0	0.996
chr7	18501	CG	0	2	0.995
chr7	18623	CG	8	7	0.994
chr7	18745	CHH	0	8	0.997
chr7	18867	CG	0	0	0.995
chr7	18989	CG	1	1	0.996
chr7	19112	CG	0	1	0.994
chr7	19234	CG	6	5	0.995
chr7	19356	CG	2	0	0.997
chr7	19478	CG	0	0	0.994
chr7	19601	CHG	0	9	0.996
chr7	19723	CG	1	0	0.995
chr7	19845	CG	0	1	0.994
chr7	19967	CG	10	9	0.997
chr7	20089	CG	1	1	0.995
chr7	20212	CG	0	0	0.996
chr7	20334	CG	9	8	0.994
chr7	20456	CHH	0	7	0.995
chr7	20578	CG	0	2	0.997
chr7	20701	CG	1	0	0.994
chr7	20823	CG	0	0	0.996
chr7	20945	CG	7	6	0.995
chr7	21067	CG	2	1	0.994
chr7	21189	CG	0	1	0.997
chr7	21312	CHG	0	8	0.995
chr7	21434	CG	1	0	0.996
chr7	21556	CG	0	0	0.994
chr7	21678	CG	8	7	0.995
chr7	21801	CG	1	1	0.997
chr7	21923	CG	0	2	0.994
chr7	22045	CG	6	5	0.996
chr7	22167	CHH	0	9	0.995
chr7	22289	CG	0	0	0.994
chr7	22412	CG	2	1	0.997
chr8	10234	CG	0	1	0.995
chr8	10356	CG	1	0	0.996
chr8	10478	CG	0	0	0.994
chr8	10601	CHG	0	7	0.995
chr8	10723	CG	10	9	0.997
chr8	10845	CG	1	1	0.994
chr8	10967	CG	0	2	0.996
chr8	11089	CG	9	8	0.995
chr8	11212	CG	1	0	0.994
chr8	11334	CG	0	0	0.997
chr8	11456	CHH	0	8	0.995
chr8	11578	CG	7	6	0.996
chr8	11701	CG	0	1	0.994
chr8	11823	CG	2	0	0.995
chr8	11945	CG	0	0	0.997
chr8	12067	CG	1	1	0.994
chr8	12189	CG	0	2	0.996
chr8	12312	CHG	0	9	0.995
chr8	12434	CG	8	7	0.994
chr8	12556	CG	0	0	0.997
chr8	12678	CG	1	0	0.995
chr8	12801	CG	0	1	0.996
chr8	12923	CG	6	5	0.994
chr8	13045	CG	2	1	0.995
chr8	13167	CHH	0	10	0.997
chr8	13289	CG	0	0	0.994
chr8	13412	CG	1	0	0.996
chr8	13534	CG	0	2	0.995
chr8	13656	CG	10	9	0.994
chr8	13778	CG	1	1	0.997
chr8	13901	CG	0	0	0.995
chr8	14023	CHG	0	7	0.996
chr8	14145	CG	9	8	0.994
chr8	14267	CG	0	1	0.995
chr8	14389	CG	1	0	0.997
chr8	14512	CG	0	0	0.994
chr8	14634	CG	7	6	0.996
chr8	14756	CG	2	1	0.995
chr8	14878	CHH	0	8	0.994
chr8	15001	CG	0	2	0.997
chr8	15123	CG	1	1	0.995
chr8	15245	CG	0	0	0.996
chr8	15367	CG	8	7	0.994
chr8	15489	CG	1	0	0.995
chr8	15612	CG	0	1	0.997
chr8	15734	CHG	0	9	0.994
chr8	15856	CG	6	5	0.996
chr8	15978	CG	0	0	0.995
chr8	16101	CG	2	0	0.994
chr8	16223	CG	0	1	0.997
chr8	16345	CG	1	0	0.995
chr8	16467	CG	0	0	0.996
chr8	16589	CHH	0	7	0.994
chr8	16712	CG	10	9	0.995
chr8	16834	CG	1	1	0.997
