chromosome	position	context	methylated_count	unmethylated_count	conversion_control
chr4	13890	CG	3	12	0.979
chr4	14234	CG	12	6	0.989
chr4	14456	CG	7	10	0.984
chr4	14678	CG	5	8	0.981
chr4	14890	CG	10	4	0.986
chr4	15234	CG	8	7	0.983
chr4	15456	CHG	0	9	0.977
chr4	15678	CG	4	11	0.980
chr4	15890	CG	11	5	0.988
chr4	16234	CG	6	9	0.985
chr4	16456	CG	9	7	0.982
chr4	16678	CG	3	13	0.979
chr4	16890	CG	12	6	0.987
chr4	17234	CHH	0	8	0.975
chr4	17456	CG	7	8	0.984
chr4	17678	CG	5	11	0.981
chr4	17890	CG	10	5	0.986
chr4	18234	CG	8	7	0.983
chr4	18456	CG	4	12	0.980
chr4	18678	CG	11	6	0.988
chr4	18890	CHG	0	7	0.978
chr4	19234	CG	6	10	0.985
chr4	19456	CG	9	5	0.982
chr4	19678	CG	3	13	0.979
chr4	19890	CG	12	7	0.989
chr4	20234	CG	7	9	0.984
chr4	20456	CG	5	11	0.981
chr4	20678	CHH	0	9	0.976
chr4	20890	CG	10	6	0.986
chr4	21234	CG	8	5	0.983
chr4	21456	CG	4	12	0.980
chr4	21678	CG	11	7	0.988
chr4	21890	CG	6	9	0.985
chr4	22234	CG	9	6	0.982
chr4	22456	CHG	0	8	0.977
chr4	22678	CG	3	10	0.979
chr4	22890	CG	12	5	0.987
chr4	23234	CG	7	8	0.984
chr4	23456	CG	5	11	0.981
chr4	23678	CG	10	5	0.986
chr4	23890	CG	8	6	0.983
chr4	24234	CHH	0	7	0.975
chr4	24456	CG	4	13	0.980
chr4	24678	CG	11	5	0.988
chr4	24890	CG	6	9	0.985
chr4	25234	CG	9	7	0.982
chr4	25456	CG	3	12	0.979
chr4	25678	CG	12	6	0.989
chr4	25890	CHG	0	9	0.978
chr4	26234	CG	7	10	0.984
chr4	26456	CG	5	8	0.981
chr4	26678	CG	10	4	0.986
chr4	26890	CG	8	7	0.983
chr4	27234	CG	4	11	0.980
chr4	27456	CG	11	5	0.988
chr4	27678	CHH	0	8	0.976
chr4	27890	CG	6	9	0.985
chr5	10234	CG	9	6	0.982
chr5	10456	CG	3	13	0.979
chr5	10678	CG	12	7	0.987
chr5	10890	CG	7	8	0.984
chr5	11234	CG	5	11	0.981
chr5	11456	CHG	0	7	0.977
chr5	11678	CG	10	5	0.986
chr5	11890	CG	8	6	0.983
chr5	12234	CG	4	12	0.980
chr5	12456	CG	11	6	0.988
chr5	12678	CG	6	10	0.985
chr5	12890	CG	9	5	0.982
chr5	13234	CHH	0	9	0.975
chr5	13456	CG	3	13	0.979
chr5	13678	CG	12	6	0.989
chr5	13890	CG	7	9	0.984
chr5	14234	CG	5	11	0.981
chr5	14456	CG	10	5	0.986
chr5	14678	CG	8	7	0.983
chr5	14890	CHG	0	8	0.978
chr5	15234	CG	4	12	0.980
chr5	15456	CG	11	5	0.988
chr5	15678	CG	6	9	0.985
chr5	15890	CG	9	6	0.982
chr5	16234	CG	3	10	0.979
chr5	16456	CG	12	7	0.987
chr5	16678	CHH	0	7	0.976
chr5	16890	CG	7	8	0.984
chr5	17234	CG	5	11	0.981
chr5	17456	CG	10	5	0.986
chr5	17678	CG	8	6	0.983
chr5	17890	CG	4	13	0.980
chr5	18234	CG	11	7	0.988
chr5	18456	CHG	0	9	0.977
chr5	18678	CG	6	9	0.985
chr5	18890	CG	9	5	0.982
chr5	19234	CG	3	12	0.979
chr5	19456	CG	12	6	0.989
chr5	19678	CG	7	10	0.984
chr5	19890	CG	5	8	0.981
chr5	20234	CHH	0	8	0.975
chr5	20456	CG	10	4	0.986
chr5	20678	CG	8	7	0.983
chr5	20890	CG	4	11	0.980
chr5	21234	CG	11	5	0.988
chr5	21456	CG	6	9	0.985
chr5	21678	CG	9	7	0.982
chr5	21890	CHG	0	7	0.978
chr5	22234	CG	3	13	0.979
chr5	22456	CG	12	6	0.987
chr5	22678	CG	7	8	0.984
chr5	22890	CG	5	11	0.981
chr5	23234	CG	10	5	0.986
chr5	23456	CG	8	6	0.983
chr5	23678	CHH	0	9	0.976
chr5	23890	CG	4	12	0.980
chr5	24234	CG	11	6	0.988
chr5	24456	CG	6	10	0.985
chr5	24678	CG	9	5	0.982
chr5	24890	CG	3	13	0.979
chr5	25234	CG	12	7	0.989
chr5	25456	CHG	0	8	0.977
chr5	25678	CG	7	9	0.984
chr5	25890	CG	5	11	0.981
chr5	26234	CG	10	6	0.986
chr5	26456	CG	8	5	0.983
chr5	26678	CG	4	12	0.980
chr5	26890	CG	11	7	0.988
chr5	27234	CHH	0	7	0.975
chr5	27456	CG	6	9	0.985
chr5	27678	CG	9	6	0.982
chr5	27890	CG	3	10	0.979
chr6	10234	CG	12	5	0.987
chr6	10456	CG	7	8	0.984
chr6	10678	CG	5	11	0.981
chr6	10890	CHG	0	9	0.978
chr6	11234	CG	10	5	0.986
chr6	11456	CG	8	6	0.983
chr6	11678	CG	4	13	0.980
chr6	11890	CG	11	5	0.988
chr6	12234	CG	6	9	0.985
chr6	12456	CG	9	7	0.982
chr6	12678	CHH	0	8	0.976
chr6	12890	CG	3	12	0.979
chr6	13234	CG	12	6	0.989
chr6	13456	CG	7	10	0.984
chr6	13678	CG	5	8	0.981
chr6	13890	CG	10	4	0.986
chr6	14234	CG	8	7	0.983
chr6	14456	CHG	0	7	0.977
chr6	14678	CG	4	11	0.980
chr6	14890	CG	11	5	0.988
chr6	15234	CG	6	9	0.985
chr6	15456	CG	9	6	0.982
chr6	15678	CG	3	13	0.979
chr6	15890	CG	12	7	0.987
chr6	16234	CHH	0	9	0.975
chr6	16456	CG	7	8	0.984
chr6	16678	CG	5	11	0.981
chr6	16890	CG	10	5	0.986
chr6	17234	CG	8	7	0.983
chr6	17456	CG	4	12	0.980
chr6	17678	CG	11	6	0.988
chr6	17890	CHG	0	8	0.978
chr6	18234	CG	6	10	0.985
chr6	18456	CG	9	5	0.982
chr6	18678	CG	3	13	0.979
chr6	18890	CG	12	6	0.989
chr6	19234	CG	7	9	0.984
chr6	19456	CG	5	11	0.981
chr6	19678	CHH	0	7	0.976
chr6	19890	CG	10	6	0.986
chr6	20234	CG	8	5	0.983
chr6	20456	CG	4	12	0.980
chr6	20678	CG	11	7	0.988
chr6	20890	CG	6	9	0.985
chr6	21234	CG	9	6	0.982
chr6	21456	CHG	0	9	0.977
chr6	21678	CG	3	10	0.979
chr6	21890	CG	12	5	0.987
chr6	22234	CG	7	8	0.984
chr6	22456	CG	5	11	0.981
chr6	22678	CG	10	5	0.986
chr6	22890	CG	8	6	0.983
chr6	23234	CHH	0	8	0.975
chr6	23456	CG	4	13	0.980
chr6	23678	CG	11	5	0.988
chr6	23890	CG	6	9	0.985
chr6	24234	CG	9	7	0.982
chr6	24456	CG	3	12	0.979
chr6	24678	CG	12	6	0.989
chr6	24890	CHG	0	7	0.978
chr6	25234	CG	7	10	0.984
chr6	25456	CG	5	8	0.981
chr6	25678	CG	10	4	0.986
chr6	25890	CG	8	7	0.983
chr6	26234	CG	4	11	0.980
chr6	26456	CG	11	5	0.988
chr6	26678	CHH	0	9	0.976
chr6	26890	CG	6	9	0.985
chr6	27234	CG	9	6	0.982
chr6	27456	CG	3	13	0.979
chr6	27678	CG	12	7	0.987
chr6	27890	CG	7	8	0.984
chr7	10234	CG	5	11	0.981
chr7	10456	CHG	0	8	0.977
chr7	10678	CG	10	5	0.986
chr7	10890	CG	8	6	0.983
chr7	11234	CG	4	12	0.980
chr7	11456	CG	11	6	0.988
chr7	11678	CG	6	10	0.985
chr7	11890	CG	9	5	0.982
chr7	12234	CHH	0	7	0.975
chr7	12456	CG	3	13	0.979
chr7	12678	CG	12	6	0.989
chr7	12890	CG	7	9	0.984
chr7	13234	CG	5	11	0.981
chr7	13456	CG	10	5	0.986
chr7	13678	CG	8	7	0.983
chr7	13890	CHG	0	9	0.978
chr7	14234	CG	4	12	0.980
chr7	14456	CG	11	5	0.988
chr7	14678	CG	6	9	0.985
chr7	14890	CG	9	6	0.982
chr7	15234	CG	3	10	0.979
chr7	15456	CG	12	7	0.987
chr7	15678	CHH	0	8	0.976
chr7	15890	CG	7	8	0.984
chr7	16234	CG	5	11	0.981
chr7	16456	CG	10	5	0.986
chr7	16678	CG	8	6	0.983
chr7	16890	CG	4	13	0.980
chr7	17234	CG	11	7	0.988
chr7	17456	CHG	0	7	0.977
chr7	17678	CG	6	9	0.985
chr7	17890	CG	9	5	0.982
chr7	18234	CG	3	12	0.979
chr7	18456	CG	12	6	0.989
chr7	18678	CG	7	10	0.984
chr7	18890	CG	5	8	0.981
chr7	19234	CHH	0	9	0.975
chr7	19456	CG	10	4	0.986
chr7	19678	CG	8	7	0.983
chr7	19890	CG	4	11	0.980
chr7	20234	CG	11	5	0.988
chr7	20456	CG	6	9	0.985
chr7	20678	CG	9	7	0.982
chr7	20890	CHG	0	8	0.978
chr7	21234	CG	3	13	0.979
chr7	21456	CG	12	6	0.987
chr7	21678	CG	7	8	0.984
chr7	21890	CG	5	11	0.981
chr7	22234	CG	10	5	0.986
chr7	22456	CG	8	6	0.983
chr7	22678	CHH	0	7	0.976
chr7	22890	CG	4	12	0.980
chr7	23234	CG	11	6	0.988
chr7	23456	CG	6	10	0.985
chr7	23678	CG	9	5	0.982
chr7	23890	CG	3	13	0.979
chr7	24234	CG	12	7	0.989
chr7	24456	CHG	0	9	0.977
chr7	24678	CG	7	9	0.984
chr7	24890	CG	5	11	0.981
chr7	25234	CG	10	6	0.986
chr7	25456	CG	8	5	0.983
chr7	25678	CG	4	12	0.980
chr7	25890	CG	11	7	0.988
chr7	26234	CHH	0	8	0.975
chr7	26456	CG	6	9	0.985
chr7	26678	CG	9	6	0.982
chr7	26890	CG	3	10	0.979
chr7	27234	CG	12	5	0.987
chr7	27456	CG	7	8	0.984
chr7	27678	CG	5	11	0.981
chr7	27890	CHG	0	7	0.978
chr8	10234	CG	10	5	0.986
chr8	10456	CG	8	6	0.983
chr8	10678	CG	4	13	0.980
chr8	10890	CG	11	5	0.988
chr8	11234	CG	6	9	0.985
chr8	11456	CG	9	7	0.982
chr8	11678	CHH	0	9	0.976
chr8	11890	CG	3	12	0.979
chr8	12234	CG	12	6	0.989
chr8	12456	CG	7	10	0.984
chr8	12678	CG	5	8	0.981
chr8	12890	CG	10	4	0.986
chr8	13234	CG	8	7	0.983
chr8	13456	CHG	0	8	0.977
chr8	13678	CG	4	11	0.980
chr8	13890	CG	11	5	0.988
chr8	14234	CG	6	9	0.985
chr8	14456	CG	9	6	0.982
chr8	14678	CG	3	13	0.979
chr8	14890	CG	12	7	0.987
chr8	15234	CHH	0	7	0.975
chr8	15456	CG	7	8	0.984
chr8	15678	CG	5	11	0.981
chr8	15890	CG	10	5	0.986
chr8	16234	CG	8	7	0.983
chr8	16456	CG	4	12	0.980
chr8	16678	CG	11	6	0.988
chr8	16890	CHG	0	9	0.978
chr8	17234	CG	6	10	0.985
chr8	17456	CG	9	5	0.982
chr8	17678	CG	3	13	0.979
chr8	17890	CG	12	6	0.989
chr8	18234	CG	7	9	0.984
chr8	18456	CG	5	11	0.981
chr8	18678	CHH	0	8	0.976
chr8	18890	CG	10	6	0.986
chr8	19234	CG	8	5	0.983
chr8	19456	CG	4	12	0.980
chr8	19678	CG	11	7	0.988
chr8	19890	CG	6	9	0.985
chr8	20234	CG	9	6	0.982
chr8	20456	CHG	0	7	0.977
chr8	20678	CG	3	10	0.979
chr8	20890	CG	12	5	0.987
chr8	21234	CG	7	8	0.984
chr8	21456	CG	5	11	0.981
chr8	21678	CG	10	5	0.986
chr8	21890	CG	8	6	0.983
chr8	22234	CHH	0	9	0.975
chr8	22456	CG	4	13	0.980
chr8	22678	CG	11	5	0.988
chr8	22890	CG	6	9	0.985
chr8	23234	CG	9	7	0.982
chr8	23456	CG	3	12	0.979
chr8	23678	CG	12	6	0.989
chr8	23890	CHG	0	8	0.978
chr8	24234	CG	7	10	0.984
chr8	24456	CG	5	8	0.981
chr8	24678	CG	10	4	0.986
chr8	24890	CG	8	7	0.983
chr8	25234	CG	4	11	0.980
chr8	25456	CG	11	5	0.988
chr8	25678	CHH	0	7	0.976
chr8	25890	CG	6	9	0.985
chr8	26234	CG	9	6	0.982
chr8	26456	CG	3	13	0.979
chr8	26678	CG	12	7	0.987
chr8	26890	CG	7	8	0.984
chr8	27234	CG	5	11	0.981
chr8	27456	CHG	0	9	0.977
chr8	27678	CG	10	5	0.986
chr8	27890	CG	8	6	0.983
chr9	10234	CG	4	12	0.980
chr9	10456	CG	11	6	0.988
chr9	10678	CG	6	10	0.985
chr9	10890	CG	9	5	0.982
chr9	11234	CHH	0	8	0.975
chr9	11456	CG	3	13	0.979
chr9	11678	CG	12	6	0.989
chr9	11890	CG	7	9	0.984
chr9	12234	CG	5	11	0.981
chr9	12456	CG	10	5	0.986
chr9	12678	CG	8	7	0.983
chr9	12890	CHG	0	7	0.978
chr9	13234	CG	4	12	0.980
chr9	13456	CG	11	5	0.988
chr9	13678	CG	6	9	0.985
chr9	13890	CG	9	6	0.982
chr9	14234	CG	3	10	0.979
chr9	14456	CG	12	7	0.987
chr9	14678	CHH	0	9	0.976
chr9	14890	CG	7	8	0.984
chr9	15234	CG	5	11	0.981
chr9	15456	CG	10	5	0.986
chr9	15678	CG	8	6	0.983
chr9	15890	CG	4	13	0.980
chr9	16234	CG	11	7	0.988
chr9	16456	CHG	0	8	0.977
chr9	16678	CG	6	9	0.985
chr9	16890	CG	9	5	0.982
chr9	17234	CG	3	12	0.979
chr9	17456	CG	12	6	0.989
chr9	17678	CG	7	10	0.984
chr9	17890	CG	5	8	0.981
chr9	18234	CHH	0	7	0.975
chr9	18456	CG	10	4	0.986
chr9	18678	CG	8	7	0.983
chr9	18890	CG	4	11	0.980
chr9	19234	CG	11	5	0.988
chr9	19456	CG	6	9	0.985
chr9	19678	CG	9	7	0.982
chr9	19890	CHG	0	9	0.978
chr9	20234	CG	3	13	0.979
chr9	20456	CG	12	6	0.987
chr9	20678	CG	7	8	0.984
chr9	20890	CG	5	11	0.981
chr9	21234	CG	10	5	0.986
chr9	21456	CG	8	6	0.983
chr9	21678	CHH	0	8	0.976
chr9	21890	CG	4	12	0.980
chr9	22234	CG	11	6	0.988
chr9	22456	CG	6	10	0.985
chr9	22678	CG	9	5	0.982
chr9	22890	CG	3	13	0.979
chr9	23234	CG	12	7	0.989
chr9	23456	CHG	0	7	0.977
chr9	23678	CG	7	9	0.984
chr9	23890	CG	5	11	0.981
chr9	24234	CG	10	6	0.986
chr9	24456	CG	8	5	0.983
chr9	24678	CG	4	12	0.980
chr9	24890	CG	11	7	0.988
chr9	25234	CHH	0	9	0.975
chr9	25456	CG	6	9	0.985
chr9	25678	CG	9	6	0.982
chr9	25890	CG	3	10	0.979
chr9	26234	CG	12	5	0.987
chr9	26456	CG	7	8	0.984
chr9	26678	CG	5	11	0.981
chr9	26890	CHG	0	8	0.978
chr9	27234	CG	10	5	0.986
chr9	27456	CG	8	6	0.983
chr9	27678	CG	4	13	0.980
chr9	27890	CG	11	5	0.988
chr10	10234	CG	6	9	0.985
chr10	10456	CG	9	7	0.982
chr10	10678	CHH	0	7	0.976
chr10	10890	CG	3	12	0.979
chr10	11234	CG	12	6	0.989
chr10	11456	CG	7	10	0.984
chr10	11678	CG	5	8	0.981
chr10	11890	CG	10	4	0.986
chr10	12234	CG	8	7	0.983
chr10	12456	CHG	0	9	0.977
chr10	12678	CG	4	11	0.980
chr10	12890	CG	11	5	0.988
chr10	13234	CG	6	9	0.985
chr10	13456	CG	9	6	0.982
chr10	13678	CG	3	13	0.979
chr10	13890	CG	12	7	0.987
chr10	14234	CHH	0	8	0.975
chr10	14456	CG	7	8	0.984
chr10	14678	CG	5	11	0.981
chr10	14890	CG	10	5	0.986
chr10	15234	CG	8	7	0.983
chr10	15456	CG	4	12	0.980
chr10	15678	CG	11	6	0.988
chr10	15890	CHG	0	7	0.978
chr10	16234	CG	6	10	0.985
chr10	16456	CG	9	5	0.982
chr10	16678	CG	3	13	0.979
chr10	16890	CG	12	6	0.989
chr10	17234	CG	7	9	0.984
chr10	17456	CG	5	11	0.981
chr10	17678	CHH	0	9	0.976
chr10	17890	CG	10	6	0.986
chr10	18234	CG	8	5	0.983
chr10	18456	CG	4	12	0.980
chr10	18678	CG	11	7	0.988
chr10	18890	CG	6	9	0.985
chr10	19234	CG	9	6	0.982
chr10	19456	CHG	0	8	0.977
chr10	19678	CG	3	10	0.979
chr10	19890	CG	12	5	0.987
chr10	20234	CG	7	8	0.984
chr10	20456	CG	5	11	0.981
chr10	20678	CG	10	5	0.986
chr10	20890	CG	8	6	0.983
chr10	21234	CHH	0	7	0.975
chr10	21456	CG	4	13	0.980
chr10	21678	CG	11	5	0.988
chr10	21890	CG	6	9	0.985
chr10	22234	CG	9	7	0.982
chr10	22456	CG	3	12	0.979
chr10	22678	CG	12	6	0.989
chr10	22890	CHG	0	9	0.978
chr10	23234	CG	7	10	0.984
chr10	23456	CG	5	8	0.981
chr10	23678	CG	10	4	0.986
chr10	23890	CG	8	7	0.983
chr10	24234	CG	4	11	0.980
chr10	24456	CG	11	5	0.988
chr10	24678	CHH	0	8	0.976
chr10	24890	CG	6	9	0.985
chr10	25234	CG	9	6	0.982
chr10	25456	CG	3	13	0.979
chr10	25678	CG	12	7	0.987
chr10	25890	CG	7	8	0.984
chr10	26234	CG	5	11	0.981
chr10	26456	CHG	0	7	0.977
chr10	26678	CG	10	5	0.986
chr10	26890	CG	8	6	0.983
chr10	27234	CG	4	12	0.980
chr10	27456	CG	11	6	0.988
chr10	27678	CG	6	10	0.985
chr10	27890	CG	9	5	0.982
chr11	10234	CHH	0	9	0.975
chr11	10456	CG	3	13	0.979
chr11	10678	CG	12	6	0.989
chr11	10890	CG	7	9	0.984
chr11	11234	CG	5	11	0.981
chr11	11456	CG	10	5	0.986
chr11	11678	CG	8	7	0.983
chr11	11890	CHG	0	8	0.978
chr11	12234	CG	4	12	0.980
chr11	12456	CG	11	5	0.988
chr11	12678	CG	6	9	0.985
chr11	12890	CG	9	6	0.982
chr11	13234	CG	3	10	0.979
chr11	13456	CG	12	7	0.987
chr11	13678	CHH	0	7	0.976
chr11	13890	CG	7	8	0.984
chr11	14234	CG	5	11	0.981
chr11	14456	CG	10	5	0.986
chr11	14678	CG	8	6	0.983
chr11	14890	CG	4	13	0.980
chr11	15234	CG	11	7	0.988
chr11	15456	CHG	0	9	0.977
chr11	15678	CG	6	9	0.985
chr11	15890	CG	9	5	0.982
chr11	16234	CG	3	12	0.979
chr11	16456	CG	12	6	0.989
chr11	16678	CG	7	10	0.984
chr11	16890	CG	5	8	0.981
chr11	17234	CHH	0	8	0.975
chr11	17456	CG	10	4	0.986
chr11	17678	CG	8	7	0.983
chr11	17890	CG	4	11	0.980
chr11	18234	CG	11	5	0.988
chr11	18456	CG	6	9	0.985
chr11	18678	CG	9	7	0.982
chr11	18890	CHG	0	7	0.978
chr11	19234	CG	3	13	0.979
chr11	19456	CG	12	6	0.987
chr11	19678	CG	7	8	0.984
chr11	19890	CG	5	11	0.981
chr11	20234	CG	10	5	0.986
chr11	20456	CG	8	6	0.983
chr11	20678	CHH	0	9	0.976
chr11	20890	CG	4	12	0.980
chr11	21234	CG	11	6	0.988
chr11	21456	CG	6	10	0.985
chr11	21678	CG	9	5	0.982
chr11	21890	CG	3	13	0.979
