chromosome	position	context	methylated_count	unmethylated_count	conversion_control
chr3	10542	CG	9	5	0.998
chr3	10586	CG	11	4	0.997
chr3	10630	CG	4	7	0.996
chr3	10674	CHH	0	14	0.995
chr3	10718	CG	13	3	0.998
chr3	10762	CG	8	6	0.997
chr3	10806	CG	5	9	0.998
chr3	10850	CG	12	4	0.997
chr3	10894	CG	7	8	0.998
chr3	10938	CG	14	2	0.999
chr3	10982	CHG	0	13	0.996
chr3	11026	CG	6	10	0.997
chr3	11070	CG	10	5	0.998
chr3	11114	CG	4	7	0.997
chr3	11158	CG	13	3	0.998
chr3	11202	CG	8	6	0.997
chr3	11246	CHH	1	15	0.995
chr3	11290	CG	11	4	0.998
chr3	11334	CG	5	9	0.997
chr3	11378	CG	12	3	0.998
chr3	11422	CG	7	8	0.997
chr3	11466	CG	15	1	0.999
chr3	11510	CG	6	9	0.997
chr3	11554	CHG	0	12	0.996
chr3	11598	CG	9	5	0.998
chr3	11642	CG	11	4	0.997
chr3	11686	CG	4	7	0.996
chr3	11730	CG	13	3	0.998
chr3	11774	CG	8	6	0.997
chr3	11818	CG	5	10	0.998
chr3	11862	CHH	0	14	0.995
chr3	11906	CG	12	4	0.997
chr3	11950	CG	7	8	0.998
chr3	11994	CG	14	2	0.999
chr3	12038	CG	6	9	0.997
chr3	12082	CG	10	5	0.998
chr3	12126	CG	4	7	0.997
chr3	12170	CHG	1	13	0.996
chr3	12214	CG	13	3	0.998
chr3	12258	CG	8	6	0.997
chr3	12302	CG	11	4	0.998
chr3	12346	CG	5	9	0.997
chr3	12390	CG	12	3	0.998
chr3	12434	CHH	0	15	0.995
chr3	12478	CG	7	8	0.997
chr3	12522	CG	15	1	0.999
chr3	12566	CG	6	10	0.997
chr3	12610	CG	9	5	0.998
chr3	12654	CG	11	4	0.997
chr3	12698	CG	4	7	0.996
chr3	12742	CHG	0	12	0.996
chr3	12786	CG	13	3	0.998
chr3	12830	CG	8	6	0.997
chr3	12874	CG	5	9	0.998
chr3	12918	CG	12	4	0.997
chr3	12962	CG	7	8	0.998
chr3	13006	CG	14	2	0.999
chr3	13050	CHH	1	14	0.995
chr3	13094	CG	6	10	0.997
chr3	13138	CG	10	5	0.998
chr3	13182	CG	4	7	0.997
chr3	13226	CG	13	3	0.998
chr3	13270	CG	8	6	0.997
chr3	13314	CHG	0	13	0.996
chr3	13358	CG	11	4	0.998
chr3	13402	CG	5	9	0.997
chr3	13446	CG	12	3	0.998
chr3	13490	CG	7	8	0.997
chr3	13534	CG	15	1	0.999
chr3	13578	CHH	0	15	0.995
chr3	13622	CG	6	9	0.997
chr3	13666	CG	9	5	0.998
chr3	13710	CG	11	4	0.997
chr3	13754	CG	4	7	0.996
chr3	13798	CG	13	3	0.998
chr3	13842	CG	8	6	0.997
chr3	13886	CHG	1	12	0.996
chr3	13930	CG	5	10	0.998
chr3	13974	CG	12	4	0.997
chr3	14018	CG	7	8	0.998
chr3	14062	CG	14	2	0.999
chr3	14106	CG	6	9	0.997
chr3	14150	CHH	0	14	0.995
chr3	14194	CG	10	5	0.998
chr3	14238	CG	4	7	0.997
chr3	14282	CG	13	3	0.998
chr3	14326	CG	8	6	0.997
chr3	14370	CG	11	4	0.998
chr3	14414	CG	5	9	0.997
chr3	14458	CHG	0	13	0.996
chr3	14502	CG	12	3	0.998
chr3	14546	CG	7	8	0.997
chr3	14590	CG	15	1	0.999
chr3	14634	CG	6	10	0.997
chr3	14678	CG	9	5	0.998
chr3	14722	CHH	1	15	0.995
chr3	14766	CG	11	4	0.997
chr3	14810	CG	4	7	0.996
chr3	14854	CG	13	3	0.998
chr3	14898	CG	8	6	0.997
chr3	14942	CG	5	9	0.998
chr3	14986	CG	12	4	0.997
chr3	15030	CHG	0	12	0.996
chr3	15074	CG	7	8	0.998
chr3	15118	CG	14	2	0.999
chr3	15162	CG	6	10	0.997
chr3	15206	CG	10	5	0.998
chr3	15250	CG	4	7	0.997
chr3	15294	CHH	0	14	0.995
chr3	15338	CG	13	3	0.998
chr3	15382	CG	8	6	0.997
chr3	15426	CG	11	4	0.998
chr3	15470	CG	5	9	0.997
chr3	15514	CG	12	3	0.998
chr3	15558	CG	7	8	0.997
chr3	15602	CHG	1	13	0.996
chr3	15646	CG	15	1	0.999
chr3	15690	CG	6	9	0.997
chr3	15734	CG	9	5	0.998
chr3	15778	CG	11	4	0.997
chr3	15822	CG	4	7	0.996
chr3	15866	CHH	0	15	0.995
chr3	15910	CG	13	3	0.998
chr3	15954	CG	8	6	0.997
chr3	15998	CG	5	10	0.998
chr3	16042	CG	12	4	0.997
chr3	16086	CG	7	8	0.998
chr3	16130	CG	14	2	0.999
chr3	16174	CHG	0	12	0.996
chr3	16218	CG	6	9	0.997
chr3	16262	CG	10	5	0.998
chr3	16306	CG	4	7	0.997
chr3	16350	CG	13	3	0.998
chr3	16394	CG	8	6	0.997
chr3	16438	CHH	1	14	0.995
chr3	16482	CG	11	4	0.998
chr3	16526	CG	5	9	0.997
chr3	16570	CG	12	3	0.998
chr3	16614	CG	7	8	0.997
chr3	16658	CG	15	1	0.999
chr3	16702	CG	6	10	0.997
chr3	16746	CHG	0	13	0.996
chr3	16790	CG	9	5	0.998
chr3	16834	CG	11	4	0.997
chr3	16878	CG	4	7	0.996
chr3	16922	CG	13	3	0.998
chr3	16966	CG	8	6	0.997
chr3	17010	CHH	0	15	0.995
chr3	17054	CG	5	9	0.998
chr3	17098	CG	12	4	0.997
chr3	17142	CG	7	8	0.998
chr3	17186	CG	14	2	0.999
chr3	17230	CG	6	10	0.997
chr3	17274	CG	10	5	0.998
chr3	17318	CHG	1	12	0.996
chr3	17362	CG	4	7	0.997
chr3	17406	CG	13	3	0.998
chr3	17450	CG	8	6	0.997
chr3	17494	CG	11	4	0.998
chr3	17538	CG	5	9	0.997
chr3	17582	CHH	0	14	0.995
chr3	17626	CG	12	3	0.998
chr3	17670	CG	7	8	0.997
chr3	17714	CG	15	1	0.999
chr3	17758	CG	6	9	0.997
chr3	17802	CG	9	5	0.998
chr3	17846	CG	11	4	0.997
chr3	17890	CHG	0	13	0.996
chr3	17934	CG	4	7	0.996
chr3	17978	CG	13	3	0.998
chr3	18022	CG	8	6	0.997
chr3	18066	CG	5	10	0.998
chr3	18110	CG	12	4	0.997
chr3	18154	CHH	1	15	0.995
chr3	18198	CG	7	8	0.998
chr3	18242	CG	14	2	0.999
chr3	18286	CG	6	9	0.997
chr3	18330	CG	10	5	0.998
chr3	18374	CG	4	7	0.997
chr3	18418	CG	13	3	0.998
chr3	18462	CHG	0	12	0.996
chr3	18506	CG	8	6	0.997
chr3	18550	CG	11	4	0.998
chr3	18594	CG	5	9	0.997
chr3	18638	CG	12	3	0.998
chr3	18682	CG	7	8	0.997
chr3	18726	CHH	0	14	0.995
chr3	18770	CG	15	1	0.999
chr3	18814	CG	6	10	0.997
chr3	18858	CG	9	5	0.998
chr3	18902	CG	11	4	0.997
chr3	18946	CG	4	7	0.996
chr3	18990	CG	13	3	0.998
chr3	19034	CHG	1	13	0.996
chr3	19078	CG	8	6	0.997
chr3	19122	CG	5	9	0.998
chr3	19166	CG	12	4	0.997
chr3	19210	CG	7	8	0.998
chr3	19254	CG	14	2	0.999
chr3	19298	CHH	0	15	0.995
chr3	19342	CG	6	10	0.997
chr3	19386	CG	10	5	0.998
chr3	19430	CG	4	7	0.997
chr3	19474	CG	13	3	0.998
chr3	19518	CG	8	6	0.997
chr3	19562	CG	11	4	0.998
chr3	19606	CHG	0	12	0.996
chr3	19650	CG	5	9	0.997
chr3	19694	CG	12	3	0.998
chr3	19738	CG	7	8	0.997
chr3	19782	CG	15	1	0.999
chr3	19826	CG	6	9	0.997
chr3	19870	CHH	1	14	0.995
chr3	19914	CG	9	5	0.998
chr3	19958	CG	11	4	0.997
chr4	10145	CG	4	7	0.996
chr4	10189	CG	13	3	0.998
chr4	10233	CG	8	6	0.997
chr4	10277	CG	5	10	0.998
chr4	10321	CHG	0	13	0.996
chr4	10365	CG	12	4	0.997
chr4	10409	CG	7	8	0.998
chr4	10453	CG	14	2	0.999
chr4	10497	CG	6	9	0.997
chr4	10541	CG	10	5	0.998
chr4	10585	CHH	1	15	0.995
chr4	10629	CG	4	7	0.997
chr4	10673	CG	13	3	0.998
chr4	10717	CG	8	6	0.997
chr4	10761	CG	11	4	0.998
chr4	10805	CG	5	9	0.997
chr4	10849	CHG	0	12	0.996
chr4	10893	CG	12	3	0.998
chr4	10937	CG	7	8	0.997
chr4	10981	CG	15	1	0.999
chr4	11025	CG	6	10	0.997
chr4	11069	CG	9	5	0.998
chr4	11113	CHH	0	14	0.995
chr4	11157	CG	11	4	0.997
chr4	11201	CG	4	7	0.996
chr4	11245	CG	13	3	0.998
chr4	11289	CG	8	6	0.997
chr4	11333	CG	5	9	0.998
chr4	11377	CG	12	4	0.997
chr4	11421	CHG	1	13	0.996
chr4	11465	CG	7	8	0.998
chr4	11509	CG	14	2	0.999
chr4	11553	CG	6	10	0.997
chr4	11597	CG	10	5	0.998
chr4	11641	CG	4	7	0.997
chr4	11685	CHH	0	15	0.995
chr4	11729	CG	13	3	0.998
chr4	11773	CG	8	6	0.997
chr4	11817	CG	11	4	0.998
chr4	11861	CG	5	9	0.997
chr4	11905	CG	12	3	0.998
chr4	11949	CHG	0	12	0.996
chr4	11993	CG	7	8	0.997
chr4	12037	CG	15	1	0.999
chr4	12081	CG	6	9	0.997
chr4	12125	CG	9	5	0.998
chr4	12169	CG	11	4	0.997
chr4	12213	CHH	1	14	0.995
chr4	12257	CG	4	7	0.996
chr4	12301	CG	13	3	0.998
chr4	12345	CG	8	6	0.997
chr4	12389	CG	5	10	0.998
chr4	12433	CG	12	4	0.997
chr4	12477	CHG	0	13	0.996
chr4	12521	CG	7	8	0.998
chr4	12565	CG	14	2	0.999
chr4	12609	CG	6	9	0.997
chr4	12653	CG	10	5	0.998
chr4	12697	CG	4	7	0.997
chr4	12741	CHH	0	15	0.995
chr4	12785	CG	13	3	0.998
chr4	12829	CG	8	6	0.997
chr4	12873	CG	11	4	0.998
chr4	12917	CG	5	9	0.997
chr4	12961	CG	12	3	0.998
chr4	13005	CG	7	8	0.997
chr4	13049	CHG	1	12	0.996
chr4	13093	CG	15	1	0.999
chr4	13137	CG	6	10	0.997
chr4	13181	CG	9	5	0.998
chr4	13225	CG	11	4	0.997
chr4	13269	CG	4	7	0.996
chr4	13313	CHH	0	14	0.995
chr4	13357	CG	13	3	0.998
chr4	13401	CG	8	6	0.997
chr4	13445	CG	5	9	0.998
chr4	13489	CG	12	4	0.997
chr4	13533	CG	7	8	0.998
chr4	13577	CHG	0	13	0.996
chr4	13621	CG	14	2	0.999
chr4	13665	CG	6	10	0.997
chr4	13709	CG	10	5	0.998
chr4	13753	CG	4	7	0.997
chr4	13797	CG	13	3	0.998
chr4	13841	CHH	1	15	0.995
chr4	13885	CG	8	6	0.997
chr4	13929	CG	11	4	0.998
chr4	13973	CG	5	9	0.997
chr4	14017	CG	12	3	0.998
chr4	14061	CG	7	8	0.997
chr4	14105	CG	15	1	0.999
chr4	14149	CHG	0	12	0.996
chr4	14193	CG	6	9	0.997
chr4	14237	CG	9	5	0.998
chr4	14281	CG	11	4	0.997
chr4	14325	CG	4	7	0.996
chr4	14369	CG	13	3	0.998
chr4	14413	CHH	0	14	0.995
chr4	14457	CG	8	6	0.997
chr4	14501	CG	5	10	0.998
chr4	14545	CG	12	4	0.997
chr4	14589	CG	7	8	0.998
chr4	14633	CG	14	2	0.999
chr4	14677	CHG	1	13	0.996
chr4	14721	CG	6	9	0.997
chr4	14765	CG	10	5	0.998
chr4	14809	CG	4	7	0.997
chr4	14853	CG	13	3	0.998
chr4	14897	CG	8	6	0.997
chr4	14941	CHH	0	15	0.995
chr4	14985	CG	11	4	0.998
chr4	15029	CG	5	9	0.997
chr4	15073	CG	12	3	0.998
chr4	15117	CG	7	8	0.997
chr4	15161	CG	15	1	0.999
chr4	15205	CG	6	10	0.997
chr4	15249	CHG	0	12	0.996
chr4	15293	CG	9	5	0.998
chr4	15337	CG	11	4	0.997
chr4	15381	CG	4	7	0.996
chr4	15425	CG	13	3	0.998
chr4	15469	CG	8	6	0.997
chr4	15513	CHH	1	14	0.995
chr4	15557	CG	5	9	0.998
chr4	15601	CG	12	4	0.997
chr4	15645	CG	7	8	0.998
chr4	15689	CG	14	2	0.999
